rule_name,description,benchmark,gpt_answer,gpt_configuration,tag,gpt_Js_each_rule_map
6.1 Rules common to all identifiers,"Identifiers use only ASCII letters and digits, and, in a small number of cases noted below, underscores and very rarely (when required by frameworks like Angular) dollar signs.
Give as descriptive a name as possible, within reason. Do not worry about saving horizontal space as it is far more important to make your code immediately understandable by a new reader. Do not use abbreviations that are ambiguous or unfamiliar to readers outside your project, and do not abbreviate by deleting letters within a word.
errorCount          // No abbreviation.
dnsConnectionIndex  // Most people know what ""DNS"" stands for.
referrerUrl         // Ditto for ""URL"".
customerId          // ""Id"" is both ubiquitous and unlikely to be misunderstood.

Disallowed:
n                   // Meaningless.
nErr                // Ambiguous abbreviation.
nCompConns          // Ambiguous abbreviation.
wgcConnections      // Only your group knows what this stands for.
pcReader            // Lots of things can be abbreviated ""pc"".
cstmrId             // Deletes internal letters.
kSecondsPerDay      // Do not use Hungarian notation.
","[{'id-denylist': ['error', 'OurSetDefault'], 'id-match': ['error', 'OurSetDefault', {'properties': 'OurSetDefault', 'classFields': 'OurSetDefault', 'onlyDeclarations': 'OurSetDefault', 'ignoreDestructuring': 'OurSetDefault'}]}, {'id-denylist': ['error', 'OurSetDefault'], 'id-match': ['error', 'OurSetDefault', {'properties': 'OurSetDefault', 'classFields': 'OurSetDefault', 'onlyDeclarations': 'OurSetDefault', 'ignoreDestructuring': 'OurSetDefault'}]}]",Yes,"{'id-denylist': ['error', 'n', 'nErr', 'nCompConns', 'wgcConnections', 'pcReader', 'cstmrId', 'kSecondsPerDay']}",valid config part,"None

None

None

None

RuleName: id-denylist;
Set Values for related option values:
id-denylist: [""n"", ""nErr"", ""nCompConns"", ""wgcConnections"", ""pcReader"", ""cstmrId"", ""kSecondsPerDay""];"
6.2.1 Package names,"Package names are all `lowerCamelCase` . For example, `my.exampleCode.deepSpace` , but not `my.examplecode.deepspace` or `my.example_code.deep_space` .","[{}, {}]",No,"{""Answer"": ""No""}",y_or_n is not Yes,None
6.2.2 Class names,"Class, interface, record, and typedef names are written in `UpperCamelCase` . Unexported classes are simply locals: they are not marked `@private` and therefore are not named with a trailing underscore.
Type names are typically nouns or noun phrases. For example, `Request` , `ImmutableList` , or `VisibilityMode` . Additionally, interface names may sometimes be adjectives or adjective phrases instead (for example, `Readable` ).","[{}, {}]",No,"{""Answer"": ""No""}",y_or_n is not Yes,"None

RuleName: no-underscore-dangle;
Option Rule: allow, [];
Option Rule: allowAfterThis, false;
Option Rule: allowAfterSuper, false;
Option Rule: allowAfterThisConstructor, false;
Option Rule: enforceInMethodNames, true;
Option Rule: enforceInClassFields, true;
Option Rule: allowInArrayDestructuring, false;
Option Rule: allowInObjectDestructuring, false;
Option Rule: allowFunctionParams, false;
Set Values for related option values:
allow, [];
allowAfterThis, false;
allowAfterSuper, false;
allowAfterThisConstructor, false;
enforceInMethodNames, true;
enforceInClassFields, true;
allowInArrayDestructuring, false;
allowInObjectDestructuring, false;
allowFunctionParams, false;

None

None

None"
6.2.3 Method names,"Method names are written in `lowerCamelCase` . Names for `@private` methods must end with a trailing underscore.
Method names are typically verbs or verb phrases. For example, `sendMessage` or `stop_` . Getter and setter methods for properties are never required, but if they are used they should be named `getFoo` (or optionally `isFoo` or `hasFoo` for booleans), or `setFoo(value)` for setters.
Underscores may also appear in JsUnit test method names to separate logical components of the name. One typical pattern is `test<MethodUnderTest>_<state>_<expectedOutcome>` , for example `testPop_emptyStack_throws` . There is no One Correct Way to name test methods.","[{}, {}]",No,"{""Answer"": ""No""}",y_or_n is not Yes,None
6.2.4 Enum names,"Enum names are written in `UpperCamelCase` , similar to classes, and should generally be singular nouns. Individual items within the enum are named in `CONSTANT_CASE` .","[{'id-match': ['error', 'OurSetDefault', {'classFields': True}]}, {'id-match': ['error', 'OurSetDefault', {'properties': 'OurSetDefault', 'classFields': True, 'onlyDeclarations': False, 'ignoreDestructuring': 'OurSetDefault'}]}]",No,"{""Answer"": ""No""}",y_or_n is not Yes,"```plaintext
RuleName: id-match;
Set Values for related option values:
properties, true;
classFields, true;
onlyDeclarations, true;
ignoreDestructuring, false;

RuleName: id-match;
Set Values for related option values:
properties, true;
classFields, true;
onlyDeclarations, true;
ignoreDestructuring, false;
```"
6.2.5 Constant names,"Constant names use `CONSTANT_CASE` : all uppercase letters, with words separated by underscores. There is no reason for a constant to be named with a trailing underscore, since private static properties can be replaced by (implicitly private) module locals.","[{'no-underscore-dangle': 'error'}, {'no-underscore-dangle': ['error', {'allow': [], 'allowAfterThis': 'OurSetDefault', 'allowAfterSuper': 'OurSetDefault', 'allowAfterThisConstructor': 'OurSetDefault', 'enforceInMethodNames': 'OurSetDefault', 'enforceInClassFields': 'OurSetDefault', 'allowInArrayDestructuring': 'OurSetDefault', 'allowInObjectDestructuring': 'OurSetDefault', 'allowFunctionParams': 'OurSetDefault'}]}]",No,"{""Answer"": ""No""}",y_or_n is not Yes,"None

None

RuleName: no-underscore-dangle;
Set Values for related option values:
allow, [];
allowAfterThis, false;
allowAfterSuper, false;
allowAfterThisConstructor, false;
enforceInMethodNames, true;
enforceInClassFields, true;
allowInArrayDestructuring, false;
allowInObjectDestructuring, false;
allowFunctionParams, false;"
6.2.5.2 Local aliases,"Local aliases should be used whenever they improve readability over fully-qualified names. Follow the same rules as `goog.require` s ( ?? ), maintaining the last part of the aliased name. Aliases may also be used within functions. Aliases must be `const` .
Examples:
const staticHelper = importedNamespace.staticHelper;
const CONSTANT_NAME = ImportedClass.CONSTANT_NAME;
const {assert, assertInstanceof} = asserts;
","[{'prefer-const': 'error'}, {'prefer-const': ['error', {'destructuring': 'any', 'ignoreReadBeforeAssign': False}]}]",Yes,"{'prefer-const': ['error', {'destructuring': 'any', 'ignoreReadBeforeAssign': False}]}",valid config part,"None

None

None

RuleName: prefer-const;
Set Values for related option values:
destructuring, any;
ignoreReadBeforeAssign, false;"
6.2.6 Non-constant field names,"Non-constant field names (static or otherwise) are written in `lowerCamelCase` , with a trailing underscore for private fields.
These names are typically nouns or noun phrases. For example, `computedValues` or `index_` .","[{}, {}]",Yes,{},valid config part,"RuleName: camelcase;
Set Values for related option values:
properties: never;
ignoreDestructuring: false;
ignoreImports: false;
ignoreGlobals: false;
allow: [];

RuleName: no-underscore-dangle;
Option Rule: allowAfterThis, true;
Set Values for related option values:
allowAfterThis: true;
allowAfterSuper: false;
allowAfterThisConstructor: false;
enforceInMethodNames: false;
enforceInClassFields: true;
allowInArrayDestructuring: false;
allowInObjectDestructuring: false;
allowFunctionParams: false;"
6.2.7 Parameter names,"Parameter names are written in `lowerCamelCase` . Note that this applies even if the parameter expects a constructor.
One-character parameter names should not be used in public methods.
Exception : When required by a third-party framework, parameter names may begin with a `$` . This exception does not apply to any other identifiers (e.g. local variables or properties).","[{}, {}]",No,"{""Answer"": ""No""}",y_or_n is not Yes,"```plaintext
RuleName: camelcase;
Option Rule: properties, always;
Set Values for related option values:
properties, always;

RuleName: id-length;
Option Rule: min, 2;
Set Values for related option values:
min, 2;
```"
6.2.8 Local variable names,"Local variable names are written in `lowerCamelCase` , except for module-local (top-level) constants, as described above. Constants in function scopes are still named in `lowerCamelCase` . Note that `lowerCamelCase` is used even if the variable holds a constructor.","[{}, {}]",No,"{""Answer"": ""No""}",y_or_n is not Yes,"```plaintext
RuleName: camelcase;
Option Rule: properties, always;
Option Rule: ignoreDestructuring, false;
Option Rule: ignoreImports, false;
Option Rule: ignoreGlobals, false;
Set Values for related option values:
allow, [""ModuleLocalConstant""];

RuleName: camelcase;
Option Rule: properties, always;
Option Rule: ignoreDestructuring, false;
Option Rule: ignoreImports, false;
Option Rule: ignoreGlobals, false;
Set Values for related option values:
allow, [];
```"
6.2.9 Template parameter names,"Template parameter names should be concise, single-word or single-letter identifiers, and must be all-caps, such as `TYPE` or `THIS` .","[{}, {}]",No,"{""Answer"": ""No""}",y_or_n is not Yes,"```plaintext
RuleName: id-length;
Set Values for related option values:
min: 1;
max: 1;

RuleName: new-cap;
Set Values for related option values:
newIsCap: true;
```"
6.2.10 Module-local names,"Module-local names that are not exported are implicitly private. They are not marked `@private` and do not end in an underscore. This applies to classes, functions, variables, constants, enums, and other module-local identifiers.","[{}, {}]",No,"{""Answer"": ""No""}",y_or_n is not Yes,"None

None

RuleName: no-underscore-dangle;
Set Values for related option values:
allow, [];
allowAfterThis, false;
allowAfterSuper, false;
allowAfterThisConstructor, false;
enforceInMethodNames, true;
enforceInClassFields, true;
allowInArrayDestructuring, false;
allowInObjectDestructuring, false;
allowFunctionParams, false;"
6.3 Camel case: defined,"Sometimes there is more than one reasonable way to convert an English phrase into camel case, such as when acronyms or unusual constructs like IPv6 or iOS are present. To improve predictability, Google Style specifies the following (nearly) deterministic scheme.
Beginning with the prose form of the name:
Convert the phrase to plain ASCII and remove any apostrophes. For example, M¨¹ller's algorithm might become Muellers algorithm . 
Divide this result into words, splitting on spaces and any remaining punctuation (typically hyphens). 
Recommended: if any word already has a conventional camel case appearance in common usage, split this into its constituent parts (e.g., AdWords becomes ad words ). Note that a word such as iOS is not really in camel case per se; it defies any convention, so this recommendation does not apply. 
Now lowercase everything (including acronyms), then uppercase only the first character of: 
¡­ each word, to yield upper camel case, or 
¡­ each word except the first, to yield lower camel case 
Finally, join all the words into a single identifier.
Note that the casing of the original words is almost entirely disregarded.
Examples:
Prose form 
Correct 
Incorrect 
XML HTTP request 
XmlHttpRequest 
XMLHTTPRequest 
new customer ID 
newCustomerId 
newCustomerID 
inner stopwatch 
innerStopwatch 
innerStopWatch 
supports IPv6 on iOS? 
supportsIpv6OnIos 
supportsIPv6OnIOS 
YouTube importer 
YouTubeImporter 
YoutubeImporter*
*Acceptable, but not recommended.
Note: Some words are ambiguously hyphenated in the English language: for example nonempty and non-empty are both correct, so the method names checkNonempty and checkNonEmpty are likewise both correct.","[{}, {}]",No,"{""Answer"": ""No""}",y_or_n is not Yes,None
7 JSDoc,"JSDoc is used on all classes, fields, and methods.","[{'require-jsdoc': ['error', {'require': {'FunctionDeclaration': 'OurSetDefault', 'MethodDefinition': True, 'ClassDeclaration': True}}]}, {'require-jsdoc': ['error', {'require': {'FunctionDeclaration': 'OurSetDefault', 'MethodDefinition': True, 'ClassDeclaration': True, 'ArrowFunctionExpression': 'OurSetDefault', 'FunctionExpression': 'OurSetDefault'}}]}]",Yes,"{'require-jsdoc': ['error', {'require': {'ClassDeclaration': True, 'MethodDefinition': True}}]}",valid config part,"RuleName: require-jsdoc;
Set Values for related option values:
FunctionDeclaration: true;
MethodDefinition: true;
ClassDeclaration: true;
ArrowFunctionExpression: false;
FunctionExpression: false;"
7.1 General form,"The basic formatting of JSDoc blocks is as seen in this example:
/**
 * Multiple lines of JSDoc text are written here,
 * wrapped normally.
 * @param {number} arg A number to do something to.
 */
function doSomething(arg) { ¡­ }

or in this single-line example:
/** @const @private {!Foo} A short bit of JSDoc. */
this.foo_ = foo;

If a single-line comment overflows into multiple lines, it must use the multi-line style with `/**` and `*/` on their own lines.
Many tools extract metadata from JSDoc comments to perform code validation and optimization. As such, these comments must be well-formed.","[{'valid-jsdoc': 'error'}, {'valid-jsdoc': ['error', {'prefer': 'OurSetDefault', 'preferType': 'OurSetDefault', 'requireReturn': 'OurSetDefault', 'requireReturnType': 'OurSetDefault', 'matchDescription': 'OurSetDefault', 'requireParamDescription': 'OurSetDefault', 'requireReturnDescription': 'OurSetDefault', 'requireParamType': 'OurSetDefault'}]}]",Yes,"{'valid-jsdoc': ['error', {'prefer': {'arg': 'param', 'argument': 'param', 'class': 'constructor', 'return': 'returns', 'virtual': 'abstract'}, 'preferType': {'Boolean': 'boolean', 'Number': 'number', 'object': 'Object', 'String': 'string'}, 'requireReturn': True, 'requireReturnType': False, 'matchDescription': '.*', 'requireParamDescription': False, 'requireReturnDescription': False, 'requireParamType': False}]}",valid config part,"None

RuleName: valid-jsdoc;
Set Values for related option values:
None;"
7.2 Markdown,"JSDoc is written in Markdown, though it may include HTML when necessary.
Note that tools that automatically extract JSDoc (e.g. JsDossier ) will often ignore plain text formatting, so if you did this:
/**
 * Computes weight based on three factors:
 *   items sent
 *   items received
 *   last timestamp
 */

it would come out like this:
Computes weight based on three factors: items sent items received last timestamp

Instead, write a Markdown list:
/**
 * Computes weight based on three factors:
 *
 *  - items sent
 *  - items received
 *  - last timestamp
 */
","[{}, {}]",No,"{""Answer"": ""No""}",y_or_n is not Yes,None
7.3 JSDoc tags,"Google style allows a subset of JSDoc tags. See ?? for the complete list. Most tags must occupy their own line, with the tag at the beginning of the line.
Disallowed:
/**
 * The ""param"" tag must occupy its own line and may not be combined.
 * @param {number} left @param {number} right
 */
function add(left, right) { ... }

Simple tags that do not require any additional data (such as `@private` , `@const` , `@final` , `@export` ) may be combined onto the same line, along with an optional type when appropriate.
/**
 * Place more complex annotations (like ""implements"" and ""template"")
 * on their own lines.  Multiple simple tags (like ""export"" and ""final"")
 * may be combined in one line.
 * @export @final
 * @implements {Iterable<TYPE>}
 * @template TYPE
 */
class MyClass {
  /**
   * @param {!ObjType} obj Some object.
   * @param {number=} num An optional number.
   */
  constructor(obj, num = 42) {
    /** @private @const {!Array<!ObjType|number>} */
    this.data_ = [obj, num];
  }
}

There is no hard rule for when to combine tags, or in which order, but be consistent.
For general information about annotating types in JavaScript see Annotating JavaScript for the Closure Compiler and Types in the Closure Type
System .","[{}, {}]",No,"{""Answer"": ""No""}",y_or_n is not Yes,None
7.4 Line wrapping,"Line-wrapped block tags are indented four spaces. Wrapped description text may be lined up with the description on previous lines, but this horizontal alignment is discouraged.
/**
 * Illustrates line wrapping for long param/return descriptions.
 * @param {string} foo This is a param with a description too long to fit in
 *     one line.
 * @return {number} This returns something that has a description too long to
 *     fit in one line.
 */
exports.method = function(foo) {
  return 5;
};

Do not indent when wrapping a `@desc` or `@fileoverview` description.","[{}, {}]",No,"{""Answer"": ""No""}",y_or_n is not Yes,"RuleName: indent;
Set Values for related option values:
indent: 4;

None

RuleName: indent;
Option Rule: ignoredNodes, Array of strings;
Set Values for related option values:
ignoredNodes: [""@desc"", ""@fileoverview""];"
7.5 Top/file-level comments,"A file may have a top-level file overview. A copyright notice , author information, and default visibility level are optional. File overviews are generally recommended whenever a file consists of more than a single class definition. The top level comment is designed to orient readers unfamiliar with the code to what is in this file. If present, it may provide a description of the file's contents and any dependencies or compatibility information. Wrapped lines are not indented.
Example:
/**
 * @fileoverview Description of file, its uses and information
 * about its dependencies.
 * @package
 */
","[{}, {}]",No,"{""Answer"": ""No""}",y_or_n is not Yes,None
7.6 Class comments,"Classes, interfaces and records must be documented with a description and any template parameters, implemented interfaces, visibility, or other appropriate tags. The class description should provide the reader with enough information to know how and when to use the class, as well as any additional considerations necessary to correctly use the class. Textual descriptions may be omitted on the constructor. `@constructor` and `@extends` annotations are not used with the `class` keyword unless the class is being used to declare an `@interface` or it extends a generic class.
/**
 * A fancier event target that does cool things.
 * @implements {Iterable<string>}
 */
class MyFancyTarget extends EventTarget {
  /**
   * @param {string} arg1 An argument that makes this more interesting.
   * @param {!Array<number>} arg2 List of numbers to be processed.
   */
  constructor(arg1, arg2) {
    // ...
  }
};

/**
 * Records are also helpful.
 * @extends {Iterator<TYPE>}
 * @record
 * @template TYPE
 */
class Listable {
  /** @return {TYPE} The next item in line to be returned. */
  next() {}
}","[{'require-jsdoc': ['error', {'require': {'ClassDeclaration': True}}]}, {'require-jsdoc': ['error', {'require': {'FunctionDeclaration': 'OurSetDefault', 'MethodDefinition': 'OurSetDefault', 'ClassDeclaration': True, 'ArrowFunctionExpression': 'OurSetDefault', 'FunctionExpression': 'OurSetDefault'}}]}]",No,"{
  ""Answer"": ""No"",
  ""Configuration"": {}
}",y_or_n is not Yes,"```plaintext
RuleName: require-jsdoc;
Set Values for related option values:
FunctionDeclaration, false;
MethodDefinition, false;
ClassDeclaration, true;
ArrowFunctionExpression, false;
FunctionExpression, false;

RuleName: valid-jsdoc;
Set Values for related option values:
prefer, { ""arg"": ""param"", ""argument"": ""param"", ""class"": ""constructor"", ""return"": ""returns"", ""virtual"": ""abstract"" };
preferType, { ""Boolean"": ""boolean"", ""Number"": ""number"", ""object"": ""Object"", ""String"": ""string"" };
requireReturn, false;
requireReturnType, true;
matchDescription, "".*"";
requireParamDescription, true;
requireReturnDescription, true;
requireParamType, true;

None

None
```"
7.7 Enum and typedef comments,"All enums and typedefs must be documented with appropriate JSDoc tags ( `@typedef` or `@enum` ) on the preceding line. Public enums and typedefs must also have a description. Individual enum items may be documented with a JSDoc comment on the preceding line.
/**
 * A useful type union, which is reused often.
 * @typedef {!Bandersnatch|!BandersnatchType}
 */
let CoolUnionType;


/**
 * Types of bandersnatches.
 * @enum {string}
 */
const BandersnatchType = {
  /** This kind is really frumious. */
  FRUMIOUS: 'frumious',
  /** The less-frumious kind. */
  MANXOME: 'manxome',
};

Typedefs are useful for defining short record types, or aliases for unions, complex functions, or generic types. Typedefs should be avoided for record types with many fields, since they do not allow documenting individual fields, nor using templates or recursive references. For large record types, prefer `@record` .","[{}, {}]",No,"{
  ""Answer"": ""No"",
  ""Configuration"": {}
}",y_or_n is not Yes,None
7.8 Method and function comments,"In methods and named functions, parameter and return types must be documented, except in the case of same-signature `@override` s, where all types are omitted. The `this` type should be documented when necessary. Return type may be omitted if the function has no non-empty `return` statements.
Method, parameter, and return descriptions (but not types) may be omitted if they are obvious from the rest of the method¡¯s JSDoc or from its signature.
Method descriptions begin with a verb phrase that describes what the method does. This phrase is not an imperative sentence, but instead is written in the third person, as if there is an implied This method ... before it.
If a method overrides a superclass method, it must include an `@override` annotation. Overridden methods inherit all JSDoc annotations from the super class method (including visibility annotations) and they should be omitted in the overridden method. However, if any type is refined in type annotations, all `@param` and `@return` annotations must be specified explicitly.
/** A class that does something. */
class SomeClass extends SomeBaseClass {
  /**
   * Operates on an instance of MyClass and returns something.
   * @param {!MyClass} obj An object that for some reason needs detailed
   *     explanation that spans multiple lines.
   * @param {!OtherClass} obviousOtherClass
   * @return {boolean} Whether something occurred.
   */
  someMethod(obj, obviousOtherClass) { ... }

  /** @override */
  overriddenMethod(param) { ... }
}

/**
 * Demonstrates how top-level functions follow the same rules.  This one
 * makes an array.
 * @param {TYPE} arg
 * @return {!Array<TYPE>}
 * @template TYPE
 */
function makeArray(arg) { ... }

If you only need to document the param and return types of a function, you may optionally use inline JSDocs in the function's signature. These inline JSDocs specify the return and param types without tags.
function /** string */ foo(/** number */ arg) {...}

If you need descriptions or tags, use a single JSDoc comment above the method. For example, methods which return values need a `@return` tag.
class MyClass {
  /**
   * @param {number} arg
   * @return {string}
   */
  bar(arg) {...}
}

// Illegal inline JSDocs.

class MyClass {
  /** @return {string} */ foo() {...}
}

/** Function description. */ bar() {...}

In anonymous functions annotations are generally optional. If the automatic type inference is insufficient or explicit annotation improves readability, then annotate param and return types like this:
promise.then(
    /** @return {string} */
    (/** !Array<string> */ items) => {
      doSomethingWith(items);
      return items[0];
    });

For function type expressions, see ?? .","[{'require-jsdoc': ['error', {'require': {'FunctionDeclaration': 'OurSetDefault', 'MethodDefinition': True}}], 'valid-jsdoc': ['error', {'requireReturnType': True, 'requireParamType': True}]}, {'require-jsdoc': ['error', {'require': {'FunctionDeclaration': 'OurSetDefault', 'MethodDefinition': True, 'ClassDeclaration': 'OurSetDefault', 'ArrowFunctionExpression': 'OurSetDefault', 'FunctionExpression': 'OurSetDefault'}}], 'valid-jsdoc': ['error', {'prefer': 'OurSetDefault', 'preferType': 'OurSetDefault', 'requireReturn': 'OurSetDefault', 'requireReturnType': True, 'matchDescription': 'OurSetDefault', 'requireParamDescription': 'OurSetDefault', 'requireReturnDescription': 'OurSetDefault', 'requireParamType': True}]}]",No,"{""Answer"": ""No""}",y_or_n is not Yes,"```
RuleName: valid-jsdoc;
Set Values for related option values:
requireParamType: true;
requireReturnType: true;

None

RuleName: valid-jsdoc;
Option Rule: requireReturn, false;
Set Values for related option values:
requireReturn: false;

RuleName: valid-jsdoc;
Option Rule: requireParamDescription, false;
Option Rule: requireReturnDescription, false;
Set Values for related option values:
requireParamDescription: false;
requireReturnDescription: false;

None

None

None

None

RuleName: valid-jsdoc;
Set Values for related option values:
None;

None

None
```"
7.9 Property comments,"Property types must be documented. The description may be omitted for private properties, if name and type provide enough documentation for understanding the code.
Publicly exported constants are commented the same way as properties.
/** My class. */
class MyClass {
  /** @param {string=} someString */
  constructor(someString = 'default string') {
    /** @private @const {string} */
    this.someString_ = someString;

    /** @private @const {!OtherType} */
    this.someOtherThing_ = functionThatReturnsAThing();

    /**
     * Maximum number of things per pane.
     * @type {number}
     */
    this.someProperty = 4;
  }
}

/**
 * The number of times we'll try before giving up.
 * @const {number}
 */
MyClass.RETRY_COUNT = 33;","[{}, {}]",No,"{""Answer"": ""No""}",y_or_n is not Yes,None
7.10 Type annotations,"Type annotations are found on `@param` , `@return` , `@this` , and `@type` tags, and optionally on `@const` , `@export` , and any visibility tags. Type annotations attached to JSDoc tags must always be enclosed in braces.","[{}, {}]",No,"{""Answer"": ""No""}",y_or_n is not Yes,None
7.10.1 Nullability,"The type system defines modifiers `!` and `?` for non-null and nullable, respectively. These modifiers must precede the type.
Nullability modifiers have different requirements for different types, which fall into two broad categories:
Type annotations for primitives ( `string` , `number` , `boolean` , `symbol` , `undefined` , `null` ) and literals ( `{function(...):...}` and `{{foo:string...}}` ) are always non-nullable by default. Use the `?` modifier to make it nullable, but omit the redundant `!` . 
Reference types (generally, anything in `UpperCamelCase` , including `some.namespace.ReferenceType` ) refer to a class, enum, record, or typedef defined elsewhere. Since these types may or may not be nullable, it is impossible to tell from the name alone whether it is nullable or not. Always use explicit `?` and `!` modifiers for these types to prevent ambiguity at use sites.
Bad:
const /** MyObject */ myObject = null; // Non-primitive types must be annotated.
const /** !number */ someNum = 5; // Primitives are non-nullable by default.
const /** number? */ someNullableNum = null; // ? should precede the type.
const /** !{foo: string, bar: number} */ record = ...; // Already non-nullable.
const /** MyTypeDef */ def = ...; // Not sure if MyTypeDef is nullable.

// Not sure if object (nullable), enum (non-nullable, unless otherwise
// specified), or typedef (depends on definition).
const /** SomeCamelCaseName */ n = ...;

Good:
const /** ?MyObject */ myObject = null;
const /** number */ someNum = 5;
const /** ?number */ someNullableNum = null;
const /** {foo: string, bar: number} */ record = ...;
const /** !MyTypeDef */ def = ...;
const /** ?SomeCamelCaseName */ n = ...;","[{}, {}]",No,"{""Answer"": ""No""}",y_or_n is not Yes,None
7.10.2 Type Casts,"In cases where the compiler doesn't accurately infer the type of an expression, and the assertion functions in goog.asserts cannot remedy it , it is possible to tighten the type by adding a type annotation comment and enclosing the expression in parentheses. Note that the parentheses are required.
/** @type {number} */ (x)
","[{}, {}]",No,"{""Answer"": ""No""}",y_or_n is not Yes,None
7.10.3 Template Parameter Types,"Always specify template parameters. This way compiler can do a better job and it makes it easier for readers to understand what code does.
Bad:
const /** !Object */ users = {};
const /** !Array */ books = [];
const /** !Promise */ response = ...;

Good:
const /** !Object<string, !User> */ users = {};
const /** !Array<string> */ books = [];
const /** !Promise<!Response> */ response = ...;

const /** !Promise<undefined> */ thisPromiseReturnsNothingButParameterIsStillUseful = ...;
const /** !Object<string, *> */ mapOfEverything = {};

Cases when template parameters should not be used:
`Object` is used for type hierarchy and not as map-like structure.","[{}, {}]",No,"{""Answer"": ""No""}",y_or_n is not Yes,None
7.10.4 Function type expressions,"Terminology Note : function type expression refers to a type annotation for function types with the keyword `function` in the annotation (see examples below).
Where the function definition is given, do not use a function type expression. Specify parameter and return types with `@param` and `@return` , or with inline annotations (see ?? ). This includes anonymous functions and functions defined and assigned to a const (where the function jsdoc appears above the whole assignment expression).
Function type expressions are needed, for example, inside `@typedef` , `@param` or `@return` . Use it also for variables or properties of function type, if they are not immediately initialized with the function definition.
  /** @private {function(string): string} */
  this.idGenerator_ = googFunctions.identity;

When using a function type expression, always specify the return type explicitly. Otherwise the default return type is unknown ( `?` ), which leads to strange and unexpected behavior, and is rarely what is actually desired.
Bad - type error, but no warning given:
/** @param {function()} generateNumber */
function foo(generateNumber) {
  const /** number */ x = generateNumber();  // No compile-time type error here.
}

foo(() => 'clearly not a number');

Good:
/**
 * @param {function(): *} inputFunction1 Can return any type.
 * @param {function(): undefined} inputFunction2 Definitely doesn't return
 *      anything.
 * NOTE: the return type of `foo` itself is safely implied to be {undefined}.
 */
function foo(inputFunction1, inputFunction2) {...}","[{}, {}]",No,"{""Answer"": ""No""}",y_or_n is not Yes,None
7.10.5 Whitespace,"Within a type annotation, a single space or line break is required after each comma or colon. Additional line breaks may be inserted to improve readability or avoid exceeding the column limit. These breaks should be chosen and indented following the applicable guidelines (e.g. ?? and ?? ). No other whitespace is allowed in type annotations.
Good:
/** @type {function(string): number} */

/** @type {{foo: number, bar: number}} */

/** @type {number|string} */

/** @type {!Object<string, string>} */

/** @type {function(this: Object<string, string>, number): string} */

/**
 * @type {function(
 *     !SuperDuperReallyReallyLongTypedefThatForcesTheLineBreak,
 *     !OtherVeryLongTypedef): string}
 */

/**
 * @type {!SuperDuperReallyReallyLongTypedefThatForcesTheLineBreak|
 *     !OtherVeryLongTypedef}
 */

Bad:
// Only put a space after the colon
/** @type {function(string) : number} */

// Put spaces after colons and commas
/** @type {{foo:number,bar:number}} */

// No space in union types
/** @type {number | string} */
","[{}, {}]",No,"{""Answer"": ""No""}",y_or_n is not Yes,"None

RuleName: max-len;
Option Rule: ignoreComments, true;
Option Rule: ignoreTrailingComments, true;
Option Rule: ignoreUrls, true;
Option Rule: ignoreStrings, true;
Option Rule: ignoreTemplateLiterals, true;
Option Rule: ignoreRegExpLiterals, true;
Set Values for related option values:
ignoreComments, true;
ignoreTrailingComments, true;
ignoreUrls, true;
ignoreStrings, true;
ignoreTemplateLiterals, true;
ignoreRegExpLiterals, true;

None"
7.11 Visibility annotations,"Visibility annotations ( `@private` , `@package` , `@protected` ) may be specified in a `@fileoverview` block, or on any exported symbol or property. Do not specify visibility for local variables, whether within a function or at the top level of a module. All `@private` names must end with an underscore.","[{}, {}]",No,"{""Answer"": ""No""}",y_or_n is not Yes,None
8.2.1 Use a standard warning set,As far as possible projects should use `--warning_level=VERBOSE` .,"[{}, {}]",No,"{""Answer"": ""No""}",y_or_n is not Yes,None
8.2.3 Suppress a warning at the narrowest reasonable scope,"Warnings are suppressed at the narrowest reasonable scope, usually that of a single local variable or very small method. Often a variable or method is extracted for that reason alone.
Example
/** @suppress {uselessCode} Unrecognized 'use asm' declaration */
function fn() {
  'use asm';
  return 0;
}

Even a large number of suppressions in a class is still better than blinding the entire class to this type of warning.","[{}, {}]",No,"{
  ""Answer"": ""No"",
  ""Configuration"": {}
}",y_or_n is not Yes,None
8.3 Deprecation,"Mark deprecated methods, classes or interfaces with `@deprecated` annotations. A deprecation comment must include simple, clear directions for people to fix their call sites.","[{}, {}]",No,"{""Answer"": ""No""}",y_or_n is not Yes,None
8.4.2 Newly added code: use Google Style,"Brand new files use Google Style, regardless of the style choices of other files in the same package.
When adding new code to a file that is not in Google Style, reformatting the existing code first is recommended, subject to the advice in ?? .
If this reformatting is not done, then new code should be as consistent as possible with existing code in the same file, but must not violate the style guide.","[{}, {}]",No,"{""Answer"": ""No""}",y_or_n is not Yes,None
