rule_name,description,benchmark,benchmark_default,benchmark_third,gpt_answer,gpt_configuration,valid_config,module_tp,module_fp,module_fn,option_name_tp,option_name_fp,option_name_fn,option_value_tp,option_value_fp,option_value_fn
4.1.2 Nonempty blocks: K&R style,"Braces follow the Kernighan and Ritchie style ( 
 Egyptian brackets 
 ) for nonempty blocks and block-like constructs:
 No line break before the opening brace. 
 Line break after the opening brace. 
 Line break before the closing brace. 
 Line break after the closing brace if that brace terminates a statement or the body of a function or class statement, or a class method. Specifically, there is no line break after the brace if it is followed by `else` , `catch` , `while` , or a comma, semicolon, or right-parenthesis.
 Example:
 class InnerClass {
  constructor() {}
 
  /** @param {number} foo */
  method(foo) {
  if (condition(foo)) {
  try {
  // Note: this might fail.
  something();
  } catch (err) {
  recover();
  }
  }
  }
 }","brace-style: ['error', '1tbs']","brace-style: ['error', '1tbs', {'allowSingleLine': 'OurSetDefault'}]",,"brace-style: ['error', '1tbs', {'allowSingleLine': True}]
padded-blocks: ['error', {'blocks': 'never', 'classes': 'always', 'switches': 'never'}]","{'brace-style': ['error', '1tbs', {'allowSingleLine': True}], 'padded-blocks': ['error', {'blocks': 'never', 'classes': 'always', 'switches': 'never'}]}",true,brace-style,padded-blocks,,brace-style,padded-blocks,,brace-style,padded-blocks,
4.1.3 Empty blocks: may be concise,"An empty block or block-like construct may be closed immediately after it is opened, with no characters, space, or line break in between (i.e. `{}` ), unless it is a part of a multi-block statement (one that directly contains multiple blocks: `if` / `else` or `try` / `catch` / `finally` ).
 Example:
 function doNothing() {}
 
 Disallowed:
 if (condition) {
  // …
 } else if (otherCondition) {} else {
  // …
 }
 
 try {
  // …
 } catch (e) {}",,,,"brace-style: ['error', '1tbs', {'allowSingleLine': True}]","{'brace-style': ['error', '1tbs', {'allowSingleLine': True}]}",true,,brace-style,,,brace-style,,,brace-style,
4.2 Block indentation: +2 spaces,"Each time a new block or block-like construct is opened, the indent increases by two spaces. When the block ends, the indent returns to the previous indent level. The indent level applies to both code and comments throughout the block. (See the example in ?? ).","indent: ['error', 2, {'ignoreComments': False}]","indent: ['error', 2, {'ignoreComments': False}]",,"indent: ['error', 2]","{'indent': ['error', 2]}",true,indent,,,,indent,indent,,indent,indent
4.2.1 Array literals: optionally block-like,"Any array literal may optionally be formatted as if it were a “block-like construct.” For example, the following are all valid ( not an exhaustive list):
 const a = [
  0,
  1,
  2,
 ];
 
 const b =
  [0, 1, 2];
 
 
 const c = [0, 1, 2];
 
 someMethod(foo, [
  0, 1, 2,
 ], bar);
 
 Other combinations are allowed, particularly when emphasizing semantic groupings between elements, but should not be used only to reduce the vertical size of larger arrays.",,,,"array-bracket-newline: ['error', {'multiline': True, 'minItems': None}]
array-bracket-spacing: ['error', 'never']
array-element-newline: ['error', {'multiline': True, 'minItems': None}]","{'array-bracket-newline': ['error', {'multiline': True, 'minItems': None}], 'array-bracket-spacing': ['error', 'never'], 'array-element-newline': ['error', {'multiline': True, 'minItems': None}]}",true,,"array-bracket-newline
array-bracket-spacing
array-element-newline",,,"array-bracket-newline
array-bracket-spacing
array-element-newline",,,"array-bracket-newline
array-bracket-spacing
array-element-newline",
4.2.2 Object literals: optionally block-like,"Any object literal may optionally be formatted as if it were a “block-like construct.” The same examples apply as ?? . For example, the following are all valid ( not an exhaustive list):
 const a = {
  a: 0,
  b: 1,
 };
 
 const b =
  {a: 0, b: 1};
 
 const c = {a: 0, b: 1};
 
 someMethod(foo, {
  a: 0, b: 1,
 }, bar);",,,,"object-curly-newline: ['error', {'ObjectExpression': {'multiline': True, 'consistent': True}, 'ObjectPattern': {'multiline': True, 'consistent': True}, 'ImportDeclaration': {'multiline': True, 'consistent': True}, 'ExportDeclaration': {'multiline': True, 'consistent': True}}]
object-curly-spacing: ['error', 'always']
object-property-newline: ['error', {'allowAllPropertiesOnSameLine': True}]","{'object-curly-newline': ['error', {'ObjectExpression': {'multiline': True, 'consistent': True}, 'ObjectPattern': {'multiline': True, 'consistent': True}, 'ImportDeclaration': {'multiline': True, 'consistent': True}, 'ExportDeclaration': {'multiline': True, 'consistent': True}}], 'object-curly-spacing': ['error', 'always'], 'object-property-newline': ['error', {'allowAllPropertiesOnSameLine': True}]}",true,,"object-curly-newline
object-curly-spacing
object-property-newline",,,"object-curly-newline
object-curly-spacing
object-property-newline",,,"object-curly-newline
object-curly-spacing
object-property-newline",
4.2.3 Class literals,"Class literals (whether declarations or expressions) are indented as blocks. Do not add semicolons after methods, or after the closing brace of a class declaration (statements—such as assignments—that contain class expressions are still terminated with a semicolon). Use the `extends` keyword, but not the `@extends` JSDoc annotation unless the class extends a templatized type.
 Example:
 class Foo {
  constructor() {
  /** @type {number} */
  this.x = 42;
  }
 
  /** @return {number} */
  method() {
  return this.x;
  }
 }
 Foo.Empty = class {};
 
 /** @extends {Foo<string>} */
 foo.Bar = class extends Foo {
  /** @override */
  method() {
  return super.method() / 2;
  }
 };
 
 /** @interface */
 class Frobnicator {
  /** @param {string} message */
  frobnicate(message) {}
 }",,,,"indent: ['error', 2, {'SwitchCase': 1, 'VariableDeclarator': 1, 'outerIIFEBody': 1, 'MemberExpression': 1, 'FunctionDeclaration': {'parameters': 1, 'body': 1}, 'FunctionExpression': {'parameters': 1, 'body': 1}, 'CallExpression': {'arguments': 1}, 'ArrayExpression': 1, 'ObjectExpression': 1, 'ImportDeclaration': 1, 'flatTernaryExpressions': False, 'ignoreComments': False}]
semi: ['error', 'never']
lines-between-class-members: ['error', 'always', {'exceptAfterSingleLine': True}]","{'indent': ['error', 2, {'SwitchCase': 1, 'VariableDeclarator': 1, 'outerIIFEBody': 1, 'MemberExpression': 1, 'FunctionDeclaration': {'parameters': 1, 'body': 1}, 'FunctionExpression': {'parameters': 1, 'body': 1}, 'CallExpression': {'arguments': 1}, 'ArrayExpression': 1, 'ObjectExpression': 1, 'ImportDeclaration': 1, 'flatTernaryExpressions': False, 'ignoreComments': False}], 'semi': ['error', 'never'], 'lines-between-class-members': ['error', 'always', {'exceptAfterSingleLine': True}]}",true,,"indent
semi
lines-between-class-members",,,"indent
semi
lines-between-class-members",,,"indent
semi
lines-between-class-members",
4.2.4 Function expressions,"When declaring an anonymous function in the list of arguments for a function call, the body of the function is indented two spaces more than the preceding indentation depth.
 Example:
 prefix.something.reallyLongFunctionName('whatever', (a1, a2) => {
  // Indent the function body +2 relative to indentation depth
  // of the 'prefix' statement one line above.
  if (a1.equals(a2)) {
  someOtherLongFunctionName(a1);
  } else {
  andNowForSomethingCompletelyDifferent(a2.parrot);
  }
 });
 
 some.reallyLongFunctionCall(arg1, arg2, arg3)
  .thatsWrapped()
  .then((result) => {
  // Indent the function body +2 relative to the indentation depth
  // of the '.then()' call.
  if (result) {
  result.use();
  }
  });",,,,"indent: ['error', 2, {'FunctionExpression': {'parameters': 'first', 'body': 1}}]","{'indent': ['error', 2, {'FunctionExpression': {'parameters': 'first', 'body': 1}}]}",true,,indent,,,indent,,,indent,
4.2.5 Switch statements,"As with any other block, the contents of a switch block are indented +2.
 After a switch label, a newline appears, and the indentation level is increased +2, exactly as if a block were being opened. An explicit block may be used if required by lexical scoping. The following switch label returns to the previous indentation level, as if a block had been closed.
 A blank line is optional between a `break` and the following case.
 Example:
 switch (animal) {
  case Animal.BANDERSNATCH:
  handleBandersnatch();
  break;
 
  case Animal.JABBERWOCK:
  handleJabberwock();
  break;
 
  default:
  throw new Error('Unknown animal');
 }","indent: ['error', 2, {'SwitchCase': 1}]","indent: ['error', 2, {'SwitchCase': 1}]",,"indent: ['error', 2, {'SwitchCase': 1}]
brace-style: ['error', '1tbs', {'allowSingleLine': True}]","{'indent': ['error', 2, {'SwitchCase': 1}], 'brace-style': ['error', '1tbs', {'allowSingleLine': True}]}",true,indent,brace-style,,indent,brace-style,,indent,brace-style,
4.3.1 One statement per line,Each statement is followed by a line-break.,"max-statements-per-line: ['error', {'max': 1}]","max-statements-per-line: ['error', {'max': 1}]",,"max-statements-per-line: ['error', {'max': 1}]","{'max-statements-per-line': ['error', {'max': 1}]}",true,max-statements-per-line,,,max-statements-per-line,,,max-statements-per-line,,
4.3.2 Semicolons are required,Every statement must be terminated with a semicolon. Relying on automatic semicolon insertion is forbidden.,"semi: ['error', 'always']","semi: ['error', 'always']",,"semi: ['error', 'always']","{'semi': ['error', 'always']}",true,semi,,,semi,,,semi,,
4.4 Column limit: 80,"JavaScript code has a column limit of 80 characters. Except as noted below, any line that would exceed this limit must be line-wrapped, as explained in ?? .
 Exceptions:
 `goog.module` , `goog.require` and `goog.requireType` statements (see ?? and ?? ). 
 ES module `import` and `exportfrom` statements (see ?? and ?? ). 
 Lines where obeying the column limit is not possible or would hinder discoverability. Examples include: 
 A long URL which should be clickable in source. 
 A shell command intended to be copied-and-pasted. 
 A long string literal which may need to be copied or searched for wholly (e.g., a long file path).","max-len: ['error', {'ignoreUrls': True, 'ignoreStrings': True, 'ignorePattern': 'OurSetDefault'}]","max-len: ['error', {'code': 80, 'tabWidth': 'OurSetDefault', 'comments': 'OurSetDefault', 'ignoreTrailingComments': 'OurSetDefault', 'ignorePattern': 'OurSetDefault', 'ignoreComments': 'OurSetDefault', 'ignoreUrls': True, 'ignoreStrings': True, 'ignoreTemplateLiterals': 'OurSetDefault', 'ignoreRegExpLiterals': 'OurSetDefault'}]",,"max-len: ['error', {'code': 80, 'ignoreUrls': True, 'ignoreStrings': True, 'ignoreTemplateLiterals': True, 'ignoreRegExpLiterals': True}]
array-bracket-newline: ['error', {'multiline': True}]
array-bracket-spacing: ['error', 'never']
array-element-newline: ['error', 'consistent']
arrow-parens: ['error', 'always']
arrow-spacing: ['error', {'before': True, 'after': True}]","{'max-len': ['error', {'code': 80, 'ignoreUrls': True, 'ignoreStrings': True, 'ignoreTemplateLiterals': True, 'ignoreRegExpLiterals': True}], 'array-bracket-newline': ['error', {'multiline': True}], 'array-bracket-spacing': ['error', 'never'], 'array-element-newline': ['error', 'consistent'], 'arrow-parens': ['error', 'always'], 'arrow-spacing': ['error', {'before': True, 'after': True}]}",true,max-len,"array-bracket-newline
array-bracket-spacing
array-element-newline
arrow-parens
arrow-spacing",,max-len,"array-bracket-newline
array-bracket-spacing
array-element-newline
arrow-parens
arrow-spacing",,max-len,"array-bracket-newline
array-bracket-spacing
array-element-newline
arrow-parens
arrow-spacing",
4.5.1 Where to break,"The prime directive of line-wrapping is: prefer to break at a higher syntactic level .
 Preferred:
 currentEstimate =
  calc(currentEstimate + x * currentEstimate) /
  2.0;
 
 Discouraged:
 currentEstimate = calc(currentEstimate + x *
  currentEstimate) / 2.0;
 
 In the preceding example, the syntactic levels from highest to lowest are as follows: assignment, division, function call, parameters, number constant.
 Operators are wrapped as follows:
 When a line is broken at an operator the break comes after the symbol. (Note that this is not the same practice used in Google style for Java.) 
 This does not apply to the dot ( `.` ), which is not actually an operator. 
 A method or constructor name stays attached to the open parenthesis ( `(` ) that follows it. 
 A comma ( `,` ) stays attached to the token that precedes it.
 Note: The primary goal for line wrapping is to have clear code, not necessarily code that fits in the smallest number of lines.","operator-linebreak: ['error', 'after']
space-before-function-paren: ['error', 'never']
func-call-spacing: ['error', 'never']
comma-spacing: ['error', {'before': False}]","operator-linebreak: ['error', 'after', {'overrides': 'OurSetDefault'}]
space-before-function-paren: ['error', {'anonymous': 'never', 'named': 'never', 'asyncArrow': 'never'}]
func-call-spacing: ['error', 'never']
comma-spacing: ['error', {'before': False, 'after': 'OurSetDefault'}]",,"operator-linebreak: ['error', 'after', {'overrides': {'.': 'before'}}]
function-paren-newline: ['error', 'consistent']
comma-style: ['error', 'last']
comma-spacing: ['error', {'before': False, 'after': True}]","{'operator-linebreak': ['error', 'after', {'overrides': {'.': 'before'}}], 'function-paren-newline': ['error', 'consistent'], 'comma-style': ['error', 'last'], 'comma-spacing': ['error', {'before': False, 'after': True}]}",true,"operator-linebreak
comma-spacing","function-paren-newline
comma-style","space-before-function-paren
func-call-spacing","operator-linebreak
comma-spacing","function-paren-newline
comma-style","space-before-function-paren
func-call-spacing","operator-linebreak
comma-spacing","function-paren-newline
comma-style","space-before-function-paren
func-call-spacing"
