rule_name,description,benchmark,gpt_answer,gpt_configuration,valid_config,module_tp,module_fp,module_fn,option_name_tp,option_name_fp,option_name_fn,option_value_tp,option_value_fp,option_value_fn
7.2 Markdown,"JSDoc is written in Markdown, though it may include HTML when necessary.
Note that tools that automatically extract JSDoc (e.g. JsDossier ) will often ignore plain text formatting, so if you did this:
/**
 * Computes weight based on three factors:
 *   items sent
 *   items received
 *   last timestamp
 */

it would come out like this:
Computes weight based on three factors: items sent items received last timestamp

Instead, write a Markdown list:
/**
 * Computes weight based on three factors:
 *
 *  - items sent
 *  - items received
 *  - last timestamp
 */
",,No,"{
    ""Answer"": ""No"",
    ""Configuration"": {}
}",,,,,,,,,,
7.3 JSDoc tags,"Google style allows a subset of JSDoc tags. See ?? for the complete list. Most tags must occupy their own line, with the tag at the beginning of the line.
Disallowed:
/**
 * The ""param"" tag must occupy its own line and may not be combined.
 * @param {number} left @param {number} right
 */
function add(left, right) { ... }

Simple tags that do not require any additional data (such as `@private` , `@const` , `@final` , `@export` ) may be combined onto the same line, along with an optional type when appropriate.
/**
 * Place more complex annotations (like ""implements"" and ""template"")
 * on their own lines.  Multiple simple tags (like ""export"" and ""final"")
 * may be combined in one line.
 * @export @final
 * @implements {Iterable<TYPE>}
 * @template TYPE
 */
class MyClass {
  /**
   * @param {!ObjType} obj Some object.
   * @param {number=} num An optional number.
   */
  constructor(obj, num = 42) {
    /** @private @const {!Array<!ObjType|number>} */
    this.data_ = [obj, num];
  }
}

There is no hard rule for when to combine tags, or in which order, but be consistent.
For general information about annotating types in JavaScript see Annotating JavaScript for the Closure Compiler and Types in the Closure Type
System .",,No,"{
    ""Answer"": ""No"",
    ""Configuration"": {}
}",,,,,,,,,,
7.4 Line wrapping,"Line-wrapped block tags are indented four spaces. Wrapped description text may be lined up with the description on previous lines, but this horizontal alignment is discouraged.
/**
 * Illustrates line wrapping for long param/return descriptions.
 * @param {string} foo This is a param with a description too long to fit in
 *     one line.
 * @return {number} This returns something that has a description too long to
 *     fit in one line.
 */
exports.method = function(foo) {
  return 5;
};

Do not indent when wrapping a `@desc` or `@fileoverview` description.",,Yes,"indent: [4, {'ignoredNodes': ['@desc', '@fileoverview']}]",true,,indent,,,indent,,,indent,
7.5 Top/file-level comments,"A file may have a top-level file overview. A copyright notice , author information, and default visibility level are optional. File overviews are generally recommended whenever a file consists of more than a single class definition. The top level comment is designed to orient readers unfamiliar with the code to what is in this file. If present, it may provide a description of the file's contents and any dependencies or compatibility information. Wrapped lines are not indented.
Example:
/**
 * @fileoverview Description of file, its uses and information
 * about its dependencies.
 * @package
 */
",,No,"{
    ""Answer"": ""No"",
    ""Configuration"": {}
}",,,,,,,,,,
7.6 Class comments,"Classes, interfaces and records must be documented with a description and any template parameters, implemented interfaces, visibility, or other appropriate tags. The class description should provide the reader with enough information to know how and when to use the class, as well as any additional considerations necessary to correctly use the class. Textual descriptions may be omitted on the constructor. `@constructor` and `@extends` annotations are not used with the `class` keyword unless the class is being used to declare an `@interface` or it extends a generic class.
/**
 * A fancier event target that does cool things.
 * @implements {Iterable<string>}
 */
class MyFancyTarget extends EventTarget {
  /**
   * @param {string} arg1 An argument that makes this more interesting.
   * @param {!Array<number>} arg2 List of numbers to be processed.
   */
  constructor(arg1, arg2) {
    // ...
  }
};

/**
 * Records are also helpful.
 * @extends {Iterator<TYPE>}
 * @record
 * @template TYPE
 */
class Listable {
  /** @return {TYPE} The next item in line to be returned. */
  next() {}
}","require-jsdoc: ['error', {'require': {'FunctionDeclaration': True, 'MethodDefinition': True, 'ClassDeclaration': True, 'ArrowFunctionExpression': False, 'FunctionExpression': False}}]
valid-jsdoc: error",Yes,"require-jsdoc: {'FunctionDeclaration': False, 'MethodDefinition': False, 'ClassDeclaration': True, 'ArrowFunctionExpression': False, 'FunctionExpression': False}
valid-jsdoc: {'prefer': {'arg': 'param', 'argument': 'param', 'class': 'constructor', 'return': 'returns', 'virtual': 'abstract'}, 'preferType': {'Boolean': 'boolean', 'Number': 'number', 'object': 'Object', 'String': 'string'}, 'requireReturn': False, 'requireReturnType': True, 'matchDescription': '.*', 'requireParamDescription': True, 'requireReturnDescription': True, 'requireParamType': True}",true,"require-jsdoc
valid-jsdoc",,,,"require-jsdoc
valid-jsdoc","require-jsdoc
valid-jsdoc",,"require-jsdoc
valid-jsdoc","require-jsdoc
valid-jsdoc"
7.7 Enum and typedef comments,"All enums and typedefs must be documented with appropriate JSDoc tags ( `@typedef` or `@enum` ) on the preceding line. Public enums and typedefs must also have a description. Individual enum items may be documented with a JSDoc comment on the preceding line.
/**
 * A useful type union, which is reused often.
 * @typedef {!Bandersnatch|!BandersnatchType}
 */
let CoolUnionType;


/**
 * Types of bandersnatches.
 * @enum {string}
 */
const BandersnatchType = {
  /** This kind is really frumious. */
  FRUMIOUS: 'frumious',
  /** The less-frumious kind. */
  MANXOME: 'manxome',
};

Typedefs are useful for defining short record types, or aliases for unions, complex functions, or generic types. Typedefs should be avoided for record types with many fields, since they do not allow documenting individual fields, nor using templates or recursive references. For large record types, prefer `@record` .",,No,"{
    ""Answer"": ""No"",
    ""Configuration"": {}
}",,,,,,,,,,
7.8 Method and function comments,"In methods and named functions, parameter and return types must be documented, except in the case of same-signature `@override` s, where all types are omitted. The `this` type should be documented when necessary. Return type may be omitted if the function has no non-empty `return` statements.
Method, parameter, and return descriptions (but not types) may be omitted if they are obvious from the rest of the method¡¯s JSDoc or from its signature.
Method descriptions begin with a verb phrase that describes what the method does. This phrase is not an imperative sentence, but instead is written in the third person, as if there is an implied This method ... before it.
If a method overrides a superclass method, it must include an `@override` annotation. Overridden methods inherit all JSDoc annotations from the super class method (including visibility annotations) and they should be omitted in the overridden method. However, if any type is refined in type annotations, all `@param` and `@return` annotations must be specified explicitly.
/** A class that does something. */
class SomeClass extends SomeBaseClass {
  /**
   * Operates on an instance of MyClass and returns something.
   * @param {!MyClass} obj An object that for some reason needs detailed
   *     explanation that spans multiple lines.
   * @param {!OtherClass} obviousOtherClass
   * @return {boolean} Whether something occurred.
   */
  someMethod(obj, obviousOtherClass) { ... }

  /** @override */
  overriddenMethod(param) { ... }
}

/**
 * Demonstrates how top-level functions follow the same rules.  This one
 * makes an array.
 * @param {TYPE} arg
 * @return {!Array<TYPE>}
 * @template TYPE
 */
function makeArray(arg) { ... }

If you only need to document the param and return types of a function, you may optionally use inline JSDocs in the function's signature. These inline JSDocs specify the return and param types without tags.
function /** string */ foo(/** number */ arg) {...}

If you need descriptions or tags, use a single JSDoc comment above the method. For example, methods which return values need a `@return` tag.
class MyClass {
  /**
   * @param {number} arg
   * @return {string}
   */
  bar(arg) {...}
}

// Illegal inline JSDocs.

class MyClass {
  /** @return {string} */ foo() {...}
}

/** Function description. */ bar() {...}

In anonymous functions annotations are generally optional. If the automatic type inference is insufficient or explicit annotation improves readability, then annotate param and return types like this:
promise.then(
    /** @return {string} */
    (/** !Array<string> */ items) => {
      doSomethingWith(items);
      return items[0];
    });

For function type expressions, see ?? .","require-jsdoc: ['error', {'require': {'FunctionDeclaration': True, 'MethodDefinition': True, 'ClassDeclaration': True, 'ArrowFunctionExpression': False, 'FunctionExpression': False}}]
valid-jsdoc: error",Yes,"valid-jsdoc: [{'requireParamType': True}, {'requireReturnType': True}, {'requireReturn': False}, {'requireParamDescription': False}, {'requireReturnDescription': False}]",true,valid-jsdoc,,require-jsdoc,,valid-jsdoc,"require-jsdoc
valid-jsdoc",,valid-jsdoc,"require-jsdoc
valid-jsdoc"
7.9 Property comments,"Property types must be documented. The description may be omitted for private properties, if name and type provide enough documentation for understanding the code.
Publicly exported constants are commented the same way as properties.
/** My class. */
class MyClass {
  /** @param {string=} someString */
  constructor(someString = 'default string') {
    /** @private @const {string} */
    this.someString_ = someString;

    /** @private @const {!OtherType} */
    this.someOtherThing_ = functionThatReturnsAThing();

    /**
     * Maximum number of things per pane.
     * @type {number}
     */
    this.someProperty = 4;
  }
}

/**
 * The number of times we'll try before giving up.
 * @const {number}
 */
MyClass.RETRY_COUNT = 33;",,No,"{
    ""Answer"": ""No"",
    ""Configuration"": {}
}",,,,,,,,,,
7.10 Type annotations,"Type annotations are found on `@param` , `@return` , `@this` , and `@type` tags, and optionally on `@const` , `@export` , and any visibility tags. Type annotations attached to JSDoc tags must always be enclosed in braces.",valid-jsdoc: error,No,"{
    ""Answer"": ""No"",
    ""Configuration"": {}
}",false,,,valid-jsdoc,,,valid-jsdoc,,,valid-jsdoc
7.10.1 Nullability,"The type system defines modifiers `!` and `?` for non-null and nullable, respectively. These modifiers must precede the type.
Nullability modifiers have different requirements for different types, which fall into two broad categories:
Type annotations for primitives ( `string` , `number` , `boolean` , `symbol` , `undefined` , `null` ) and literals ( `{function(...):...}` and `{{foo:string...}}` ) are always non-nullable by default. Use the `?` modifier to make it nullable, but omit the redundant `!` . 
Reference types (generally, anything in `UpperCamelCase` , including `some.namespace.ReferenceType` ) refer to a class, enum, record, or typedef defined elsewhere. Since these types may or may not be nullable, it is impossible to tell from the name alone whether it is nullable or not. Always use explicit `?` and `!` modifiers for these types to prevent ambiguity at use sites.
Bad:
const /** MyObject */ myObject = null; // Non-primitive types must be annotated.
const /** !number */ someNum = 5; // Primitives are non-nullable by default.
const /** number? */ someNullableNum = null; // ? should precede the type.
const /** !{foo: string, bar: number} */ record = ...; // Already non-nullable.
const /** MyTypeDef */ def = ...; // Not sure if MyTypeDef is nullable.

// Not sure if object (nullable), enum (non-nullable, unless otherwise
// specified), or typedef (depends on definition).
const /** SomeCamelCaseName */ n = ...;

Good:
const /** ?MyObject */ myObject = null;
const /** number */ someNum = 5;
const /** ?number */ someNullableNum = null;
const /** {foo: string, bar: number} */ record = ...;
const /** !MyTypeDef */ def = ...;
const /** ?SomeCamelCaseName */ n = ...;",,No,"{
    ""Answer"": ""No"",
    ""Configuration"": {}
}",,,,,,,,,,
7.10.2 Type Casts,"In cases where the compiler doesn't accurately infer the type of an expression, and the assertion functions in goog.asserts cannot remedy it , it is possible to tighten the type by adding a type annotation comment and enclosing the expression in parentheses. Note that the parentheses are required.
/** @type {number} */ (x)
",,No,"{
    ""Answer"": ""No"",
    ""Configuration"": {}
}",,,,,,,,,,
7.10.3 Template Parameter Types,"Always specify template parameters. This way compiler can do a better job and it makes it easier for readers to understand what code does.
Bad:
const /** !Object */ users = {};
const /** !Array */ books = [];
const /** !Promise */ response = ...;

Good:
const /** !Object<string, !User> */ users = {};
const /** !Array<string> */ books = [];
const /** !Promise<!Response> */ response = ...;

const /** !Promise<undefined> */ thisPromiseReturnsNothingButParameterIsStillUseful = ...;
const /** !Object<string, *> */ mapOfEverything = {};

Cases when template parameters should not be used:
`Object` is used for type hierarchy and not as map-like structure.",,No,"{
    ""Answer"": ""No"",
    ""Configuration"": {}
}",,,,,,,,,,
7.10.4 Function type expressions,"Terminology Note : function type expression refers to a type annotation for function types with the keyword `function` in the annotation (see examples below).
Where the function definition is given, do not use a function type expression. Specify parameter and return types with `@param` and `@return` , or with inline annotations (see ?? ). This includes anonymous functions and functions defined and assigned to a const (where the function jsdoc appears above the whole assignment expression).
Function type expressions are needed, for example, inside `@typedef` , `@param` or `@return` . Use it also for variables or properties of function type, if they are not immediately initialized with the function definition.
  /** @private {function(string): string} */
  this.idGenerator_ = googFunctions.identity;

When using a function type expression, always specify the return type explicitly. Otherwise the default return type is unknown ( `?` ), which leads to strange and unexpected behavior, and is rarely what is actually desired.
Bad - type error, but no warning given:
/** @param {function()} generateNumber */
function foo(generateNumber) {
  const /** number */ x = generateNumber();  // No compile-time type error here.
}

foo(() => 'clearly not a number');

Good:
/**
 * @param {function(): *} inputFunction1 Can return any type.
 * @param {function(): undefined} inputFunction2 Definitely doesn't return
 *      anything.
 * NOTE: the return type of `foo` itself is safely implied to be {undefined}.
 */
function foo(inputFunction1, inputFunction2) {...}",,No,"{
    ""Answer"": ""No"",
    ""Configuration"": {}
}",,,,,,,,,,
7.10.5 Whitespace,"Within a type annotation, a single space or line break is required after each comma or colon. Additional line breaks may be inserted to improve readability or avoid exceeding the column limit. These breaks should be chosen and indented following the applicable guidelines (e.g. ?? and ?? ). No other whitespace is allowed in type annotations.
Good:
/** @type {function(string): number} */

/** @type {{foo: number, bar: number}} */

/** @type {number|string} */

/** @type {!Object<string, string>} */

/** @type {function(this: Object<string, string>, number): string} */

/**
 * @type {function(
 *     !SuperDuperReallyReallyLongTypedefThatForcesTheLineBreak,
 *     !OtherVeryLongTypedef): string}
 */

/**
 * @type {!SuperDuperReallyReallyLongTypedefThatForcesTheLineBreak|
 *     !OtherVeryLongTypedef}
 */

Bad:
// Only put a space after the colon
/** @type {function(string) : number} */

// Put spaces after colons and commas
/** @type {{foo:number,bar:number}} */

// No space in union types
/** @type {number | string} */
",,Yes,"max-len: [{'ignoreComments': True, 'ignoreTrailingComments': True, 'ignoreUrls': True, 'ignoreStrings': True, 'ignoreTemplateLiterals': True, 'ignoreRegExpLiterals': True}]",true,,max-len,,,max-len,,,max-len,
7.11 Visibility annotations,"Visibility annotations ( `@private` , `@package` , `@protected` ) may be specified in a `@fileoverview` block, or on any exported symbol or property. Do not specify visibility for local variables, whether within a function or at the top level of a module. All `@private` names must end with an underscore.",,No,"{
    ""Answer"": ""No"",
    ""Configuration"": {}
}",,,,,,,,,,
8.1 Issues unspecified by Google Style: Be Consistent!,"For any style question that isn't settled definitively by this specification, prefer to do what the other code in the same file is already doing. If that doesn't resolve the question, consider emulating the other files in the same package.",,Yes,"indent: [2]
quotes: ['double']
semi: ['always']",true,,"indent
quotes
semi",,,"indent
quotes
semi",,,"indent
quotes
semi",
8.2.1 Use a standard warning set,As far as possible projects should use `--warning_level=VERBOSE` .,,No,"{
    ""Answer"": ""No"",
    ""Configuration"": {}
}",,,,,,,,,,
8.2.2 How to handle a warning,"Before doing anything, make sure you understand exactly what the warning is telling you. If you're not positive why a warning is appearing, ask for help .
Once you understand the warning, attempt the following solutions in order:
First, fix it or work around it. Make a strong attempt to actually address the warning, or find another way to accomplish the task that avoids the situation entirely. 
Otherwise, determine if it's a false alarm. If you are convinced that the warning is invalid and that the code is actually safe and correct, add a comment to convince the reader of this fact and apply the `@suppress` annotation. 
Otherwise, leave a TODO comment. This is a last resort . If you do this, do not suppress the warning. The warning should be visible until it can be taken care of properly.",,Yes,"no-warning-comments: [{'terms': ['todo'], 'location': 'start'}]",true,,no-warning-comments,,,no-warning-comments,,,no-warning-comments,
8.2.3 Suppress a warning at the narrowest reasonable scope,"Warnings are suppressed at the narrowest reasonable scope, usually that of a single local variable or very small method. Often a variable or method is extracted for that reason alone.
Example
/** @suppress {uselessCode} Unrecognized 'use asm' declaration */
function fn() {
  'use asm';
  return 0;
}

Even a large number of suppressions in a class is still better than blinding the entire class to this type of warning.",,No,"{
    ""Answer"": ""No"",
    ""Configuration"": {}
}",,,,,,,,,,
8.3 Deprecation,"Mark deprecated methods, classes or interfaces with `@deprecated` annotations. A deprecation comment must include simple, clear directions for people to fix their call sites.",,No,"{
    ""Answer"": ""No"",
    ""Configuration"": {}
}",,,,,,,,,,
8.4 Code not in Google Style,"You will occasionally encounter files in your codebase that are not in proper Google Style. These may have come from an acquisition, or may have been written before Google Style took a position on some issue, or may be in non-Google Style for any other reason.",,No,"{
    ""Answer"": ""No"",
    ""Configuration"": {}
}",,,,,,,,,,
8.4.1 Reformatting existing code,"When updating the style of existing code, follow these guidelines.
It is not required to change all existing code to meet current style guidelines. Reformatting existing code is a trade-off between code churn and consistency. Style rules evolve over time and these kinds of tweaks to maintain compliance would create unnecessary churn. However, if significant changes are being made to a file it is expected that the file will be in Google Style. 
Be careful not to allow opportunistic style fixes to muddle the focus of a CL. If you find yourself making a lot of style changes that aren¡¯t critical to the central focus of a CL, promote those changes to a separate CL.",,No,"{
    ""Answer"": ""No"",
    ""Configuration"": {}
}",,,,,,,,,,
8.4.2 Newly added code: use Google Style,"Brand new files use Google Style, regardless of the style choices of other files in the same package.
When adding new code to a file that is not in Google Style, reformatting the existing code first is recommended, subject to the advice in ?? .
If this reformatting is not done, then new code should be as consistent as possible with existing code in the same file, but must not violate the style guide.",,No,"{
    ""Answer"": ""No"",
    ""Configuration"": {}
}",,,,,,,,,,
8.5 Local style rules,"Teams and projects may adopt additional style rules beyond those in this document, but must accept that cleanup changes may not abide by these additional rules, and must not block such cleanup changes due to violating any additional rules. Beware of excessive rules which serve no purpose. The style guide does not seek to define style in every possible scenario and neither should you.",,No,"{
    ""Answer"": ""No"",
    ""Configuration"": {}
}",,,,,,,,,,
8.6 Generated code: mostly exempt,"Source code generated by the build process is not required to be in Google Style. However, any generated identifiers that will be referenced from hand-written source code must follow the naming requirements. As a special exception, such identifiers are allowed to contain underscores, which may help to avoid conflicts with hand-written identifiers.",,Yes,"id-match: ['properties', 'classFields', 'onlyDeclarations', {'ignoreDestructuring': False}]",true,,id-match,,,id-match,,,id-match,
9.1 JSDoc tag reference,JSDoc serves multiple purposes in JavaScript. In addition to being used to generate documentation it is also used to control tooling. The best known are the Closure Compiler type annotations.,,Yes,"no-trailing-spaces: error
quotes: ['error', 'single']
indent: ['error', 2]
max-len: ['error', {'code': 100}]",true,,"no-trailing-spaces
quotes
indent
max-len",,,"no-trailing-spaces
quotes
indent
max-len",,,"no-trailing-spaces
quotes
indent
max-len",
9.1.1 Type annotations and other Closure Compiler annotations,"Documentation for JSDoc used by the Closure Compiler is described in Annotating JavaScript for the Closure Compiler and Types in the Closure Type
System .",,Yes,"no-unused-vars: ['error', {'vars': 'all'}]
sort-keys: ['error', {'allowLineSeparatedGroups': True}]",true,,"no-unused-vars
sort-keys",,,"no-unused-vars
sort-keys",,,"no-unused-vars
sort-keys",
9.1.2 Documentation annotations,"In addition to the JSDoc described in Annotating JavaScript for the Closure
Compiler the following tags are common and well supported by various documentation generation tools (such as JsDossier ) for purely documentation purposes.
You may also see other types of JSDoc annotations in third-party code. These annotations appear in the JSDoc Toolkit Tag Reference but are not considered part of valid Google style.
9.1.2.1 `@author` or `@owner` - Not recommended. 
Not recommended. 
Syntax: `@authorusername@google.com(FirstLast)`
/**
 * @fileoverview Utilities for handling textareas.
 * @author kuth@google.com (Uthur Pendragon)
 */

Documents the author of a file or the owner of a test, generally only used in the `@fileoverview` comment. The `@owner` tag is used by the unit test dashboard to determine who owns the test results.
9.1.2.2 `@bug` 
Syntax: `@bugbugnumber`
/** @bug 1234567 */
function testSomething() {
  // ¡­
}

/**
 * @bug 1234568
 * @bug 1234569
 */
function testTwoBugs() {
  // ¡­
}

Indicates what bugs the given test function regression tests. 
Multiple bugs should each have their own `@bug` line, to make searching for regression tests as easy as possible.
9.1.2.3 `@code` - Deprecated. Do not use. 
Deprecated. Do not use. Use Markdown backticks instead. 
Syntax: `{@code...}` 
Historically, ``BatchItem`` was written as `{@codeBatchItem}` .
/** Processes pending `BatchItem` instances. */
function processBatchItems() {}

Indicates that a term in a JSDoc description is code so it may be correctly formatted in generated documentation.
9.1.2.4 `@desc` 
Syntax: `@descMessagedescription`
/** @desc Notifying a user that their account has been created. */
exports.MSG_ACCOUNT_CREATED = goog.getMsg(
    'Your account has been successfully created.');

9.1.2.5 `@link` 
Syntax: `{@link...}` 
This tag is used to generate cross-reference links within generated documentation.
/** Processes pending {@link BatchItem} instances. */
function processBatchItems() {}

Historical note: @link tags have also been used to create external links in generated documentation. For external links, always use Markdown's link syntax instead:
/**
 * This class implements a useful subset of the
 * [native Event interface](https://dom.spec.whatwg.org/#event).
 */
class ApplicationEvent {}

9.1.2.6 `@see` 
Syntax: `@seeLink`
/**
 * Adds a single item, recklessly.
 * @see #addSafely
 * @see goog.Collect
 * @see goog.RecklessAdder#add
 */

Reference a lookup to another class function or method.
9.1.2.7 `@supported` 
Syntax: `@supportedDescription`
/**
 * @fileoverview Event Manager
 * Provides an abstracted interface to the browsers' event systems.
 * @supported IE10+, Chrome, Safari
 */

Used in a fileoverview to indicate what browsers are supported by the file.",,No,"{
    ""Answer"": ""No"",
    ""Configuration"": {}
}",,,,,,,,,,
9.1.3 Framework specific annotations,"The following annotations are specific to a particular framework.
9.1.3.1 `@ngInject` for Angular 1
9.1.3.2 `@polymerBehavior` for Polymer 
https://github.com/google/closure-compiler/wiki/Polymer-Pass",,No,"{
    ""Answer"": ""No"",
    ""Configuration"": {}
}",,,,,,,,,,
9.1.4 Notes about standard Closure Compiler annotations,"The following tags used to be standard but are now deprecated.
9.1.4.1 `@expose` - Deprecated. Do not use. 
Deprecated. Do not use. Use `@export` and/or `@nocollapse` instead.
9.1.4.2 `@inheritDoc` - Deprecated. Do not use. 
Deprecated. Do not use. Use `@override` instead.",,No,"{
    ""Answer"": ""No"",
    ""Configuration"": {}
}",,,,,,,,,,
9.2 Commonly misunderstood style rules,"Here is a collection of lesser-known or commonly misunderstood facts about Google Style for JavaScript. (The following are true statements; this is not a list of myths. )
Neither a copyright statement nor `@author` credit is required in a source file. (Neither is explicitly recommended, either.) 
There is no hard and fast rule governing how to order the members of a class ( ?? ). 
Empty blocks can usually be represented concisely as `{}` , as detailed in ( ?? ). 
The prime directive of line-wrapping is: prefer to break at a higher syntactic level ( ?? ). 
Non-ASCII characters are allowed in string literals, comments and JSDoc, and in fact are recommended when they make the code easier to read than the equivalent Unicode escape would ( ?? ).",,Yes,"no-irregular-whitespace: [{'skipStrings': True, 'skipComments': True}]",true,,no-irregular-whitespace,,,no-irregular-whitespace,,,no-irregular-whitespace,
9.3 Style-related tools,The following tools exist to support various aspects of Google Style.,,No,"{
    ""Answer"": ""No"",
    ""Configuration"": {}
}",,,,,,,,,,
9.3.1 Closure Compiler,"This program performs type checking and other checks, optimizations and other transformations (such as ECMAScript 6 to ECMAScript 5 code lowering).",,Yes,no-trailing-spaces: error,true,,no-trailing-spaces,,,no-trailing-spaces,,,no-trailing-spaces,
9.3.2 clang-format,"This program reformats JavaScript source code into Google Style, and also follows a number of non-required but frequently readability-enhancing formatting practices. The output produced by `clang-format` is compliant with the style guide.
`clang-format` is not required. Authors are allowed to change its output, and reviewers are allowed to ask for such changes; disputes are worked out in the usual way. However, subtrees may choose to opt in to such enforcement locally.",,No,"{
    ""Answer"": ""No"",
    ""Configuration"": {}
}",,,,,,,,,,
9.3.3 Closure compiler linter,This program checks for a variety of missteps and anti-patterns.,,No,"{
    ""Answer"": ""No"",
    ""Configuration"": {}
}",,,,,,,,,,
9.3.4 Conformance framework,"The JS Conformance Framework is a tool that is part of the Closure Compiler that provides developers a simple means to specify a set of additional checks to be run against their code base above the standard checks. Conformance checks can, for example, forbid access to a certain property, or calls to a certain function, or missing type information (unknowns).
These rules are commonly used to enforce critical restrictions (such as defining globals, which could break the codebase) and security patterns (such as using `eval` or assigning to `innerHTML` ), or more loosely to improve code quality.
For additional information see the official documentation for the JS Conformance Framework .",,Yes,"dot-notation: ['error', {'allowKeywords': False, 'allowPattern': None}]
valid-jsdoc: ['error', {'requireReturnType': True, 'requireParamType': True}]
no-implicit-globals: ['error', {'lexicalBindings': True}]
no-eval: ['error', {'allowIndirect': False}]
no-restricted-syntax: ['error', {'selector': ""AssignmentExpression[operator='='][left.property.name='innerHTML']""}]",true,,"dot-notation
valid-jsdoc
no-implicit-globals
no-eval
no-restricted-syntax",,,"dot-notation
valid-jsdoc
no-implicit-globals
no-eval
no-restricted-syntax",,,"dot-notation
valid-jsdoc
no-implicit-globals
no-eval
no-restricted-syntax",
9.4.1 Overview,"This section describes exceptions and additional rules to be followed when modern ECMAScript 6 syntax is not available to the code authors. Exceptions to the recommended style are required when ECMAScript 6 syntax is not possible and are outlined here:
Use of `var` declarations is allowed 
Use of `arguments` is allowed 
Optional parameters without default values are allowed",,No,"{
    ""Answer"": ""No"",
    ""Configuration"": {}
}",,,,,,,,,,
9.4.2.1 var declarations are NOT block-scoped,"`var` declarations are scoped to the beginning of the nearest enclosing function, script or module, which can cause unexpected behavior, especially with function closures that reference `var` declarations inside of loops. The following code gives an example:
for (var i = 0; i < 3; ++i) {
  var iteration = i;
  setTimeout(function() { console.log(iteration); }, i*1000);
}

// logs 2, 2, 2 -- NOT 0, 1, 2
// because `iteration` is function-scoped, not local to the loop.",,Yes,block-scoped-var: [],true,,block-scoped-var,,,block-scoped-var,,,block-scoped-var,
9.4.2.2 Declare variables as close as possible to first use,"Even though `var` declarations are scoped to the beginning of the enclosing function, `var` declarations should be as close as possible to their first use, for readability purposes. However, do not put a `var` declaration inside a block if that variable is referenced outside the block. For example:
function sillyFunction() {
  var count = 0;
  for (var x in y) {
    // ""count"" could be declared here, but don't do that.
    count++;
  }
  console.log(count + ' items in y');
}",block-scoped-var: error,Yes,"no-use-before-define: ['error', {'variables': True}]
block-scoped-var: error",true,block-scoped-var,no-use-before-define,,block-scoped-var,no-use-before-define,,block-scoped-var,no-use-before-define,
9.4.2.3 Use @const for constants variables,"For global declarations where the `const` keyword would be used, if it were available, annotate the `var` declaration with @const instead (this is optional for local variables).",,Yes,"prefer-const: ['error', {'ignoreReadBeforeAssign': True}]",true,,prefer-const,,,prefer-const,,,prefer-const,
9.4.3 Do not use block scoped functions declarations,"Do not do this:
if (x) {
  function foo() {}
}

While most JavaScript VMs implemented before ECMAScript 6 support function declarations within blocks it was not standardized. Implementations were inconsistent with each other and with the now-standard ECMAScript 6 behavior for block scoped function declaration. ECMAScript 5 and prior only allow for function declarations in the root statement list of a script or function and explicitly ban them in block scopes in strict mode.
To get consistent behavior, instead use a `var` initialized with a function expression to define a function within a block:
if (x) {
  var foo = function() {};
}","no-inner-declarations: ['error', 'functions']",Yes,"no-inner-declarations: ['functions', 'string']",true,no-inner-declarations,,,,no-inner-declarations,no-inner-declarations,,no-inner-declarations,no-inner-declarations
9.4.4.1 Summary,"WARNING: `goog.provide` dependency management is deprecated. All new files, even in projects using `goog.provide` for older files, should use goog.module . The following rules are for pre-existing `goog.provide` files only.
Place all `goog.provide` s first, `goog.require` s second. Separate provides from requires with an empty line. 
Sort the entries alphabetically (uppercase first). 
Don't wrap `goog.provide` and `goog.require` statements. Exceed 80 columns if necessary. 
Only provide top-level symbols.
`goog.provide` statements should be grouped together and placed first. All `goog.require` statements should follow. The two lists should be separated with an empty line.
Similar to import statements in other languages, `goog.provide` and `goog.require` statements should be written in a single line, even if they exceed the 80 column line length limit.
The lines should be sorted alphabetically, with uppercase letters coming first:
goog.provide('namespace.MyClass');
goog.provide('namespace.helperFoo');

goog.require('an.extremelyLongNamespace.thatSomeoneThought.wouldBeNice.andNowItIsLonger.Than80Columns');
goog.require('goog.dom');
goog.require('goog.dom.TagName');
goog.require('goog.dom.classes');
goog.require('goog.dominoes');


All members defined on a class should be in the same file. Only top-level classes should be provided in a file that contains multiple members defined on the same class (e.g. enums, inner classes, etc).
Do this:
goog.provide('namespace.MyClass');

Not this:
goog.provide('namespace.MyClass');
goog.provide('namespace.MyClass.CONSTANT');
goog.provide('namespace.MyClass.Enum');
goog.provide('namespace.MyClass.InnerClass');
goog.provide('namespace.MyClass.TypeDef');
goog.provide('namespace.MyClass.staticMethod');

Members on namespaces may also be provided:
goog.provide('foo.bar');
goog.provide('foo.bar.CONSTANT');
goog.provide('foo.bar.method');","max-len: ['error', {'ignorePattern': 'OurSetDefault'}]",Yes,"padding-line-between-statements: [{'blankLine': 'always', 'prev': 'goog.provide', 'next': 'goog.require'}, {'blankLine': 'always', 'prev': 'goog.provide', 'next': 'goog.require'}]
max-statements-per-line: {'max': 1}
max-classes-per-file: {'max': 1}",true,,"padding-line-between-statements
max-statements-per-line
max-classes-per-file",max-len,,"padding-line-between-statements
max-statements-per-line
max-classes-per-file",max-len,,"padding-line-between-statements
max-statements-per-line
max-classes-per-file",max-len
