rule_name,description,benchmark,benchmark_default,benchmark_third,gpt_answer,gpt_configuration,valid_config,module_tp,module_fp,module_fn,option_name_tp,option_name_fp,option_name_fn,option_value_tp,option_value_fp,option_value_fn
3.3.3 goog.module Exports,"Classes, enums, functions, constants, and other symbols are exported using the `exports` object. Exported symbols may be defined directly on the `exports` object, or else declared locally and exported separately. Symbols are only exported if they are meant to be used outside the module. Non-exported module-local symbols are not declared `@private` nor do their names end with an underscore. There is no prescribed ordering for exported and module-local symbols.
 Examples:
 const /** !Array<number> */ exportedArray = [1, 2, 3];
 
 const /** !Array<number> */ moduleLocalArray = [4, 5, 6];
 
 /** @return {number} */
 function moduleLocalFunction() {
  return moduleLocalArray.length;
 }
 
 /** @return {number} */
 function exportedFunction() {
  return moduleLocalFunction() * 2;
 }
 
 exports = {exportedArray, exportedFunction};
 
 /** @const {number} */
 exports.CONSTANT_ONE = 1;
 
 /** @const {string} */
 exports.CONSTANT_TWO = 'Another constant';
 
 Do not annotate the `exports` object as `@const` as it is already treated as a constant by the compiler.
 /** @const */
 exports = {exportedFunction};",,,,"no-duplicate-imports: {'includeExports': True}
no-restricted-exports: {'restrictedNamedExports': [], 'restrictDefaultExports': {'direct': True, 'named': True, 'defaultFrom': True, 'namedFrom': True, 'namespaceFrom': True}}
no-use-before-define: {'functions': True, 'classes': True, 'variables': True, 'allowNamedExports': True}
no-implicit-globals: {'lexicalBindings': True}
no-undef: {'typeof': True}
one-var: {'var': 'always', 'let': 'always', 'const': 'always', 'separateRequires': True, 'initialized': 'always', 'uninitialized': 'always'}
no-shadow: {'builtinGlobals': True, 'hoist': 'all', 'allow': [], 'ignoreOnInitialization': True}
dot-notation: {'allowKeywords': True, 'allowPattern': ''}
require-jsdoc: {'require': {'FunctionDeclaration': True, 'MethodDefinition': True, 'ClassDeclaration': True, 'ArrowFunctionExpression': True, 'FunctionExpression': True}}
sort-imports: {'ignoreCase': True, 'ignoreDeclarationSort': False, 'ignoreMemberSort': False, 'memberSyntaxSortOrder': ['none', 'all', 'multiple', 'single'], 'allowSeparatedGroups': True}
no-redeclare: {'builtinGlobals': True}
func-names: {'always': True, 'generators': {'always': True}}
no-unused-vars: {'vars': 'all', 'args': 'after-used', 'caughtErrors': 'none', 'ignoreRestSiblings': True}
class-methods-use-this: {'exceptMethods': [], 'enforceForClassFields': True}
no-global-assign: {'exceptions': []}","{'no-duplicate-imports': {'includeExports': True}, 'no-restricted-exports': {'restrictedNamedExports': [], 'restrictDefaultExports': {'direct': True, 'named': True, 'defaultFrom': True, 'namedFrom': True, 'namespaceFrom': True}}, 'no-use-before-define': {'functions': True, 'classes': True, 'variables': True, 'allowNamedExports': True}, 'no-implicit-globals': {'lexicalBindings': True}, 'no-undef': {'typeof': True}, 'one-var': {'var': 'always', 'let': 'always', 'const': 'always', 'separateRequires': True, 'initialized': 'always', 'uninitialized': 'always'}, 'no-shadow': {'builtinGlobals': True, 'hoist': 'all', 'allow': [], 'ignoreOnInitialization': True}, 'dot-notation': {'allowKeywords': True, 'allowPattern': ''}, 'require-jsdoc': {'require': {'FunctionDeclaration': True, 'MethodDefinition': True, 'ClassDeclaration': True, 'ArrowFunctionExpression': True, 'FunctionExpression': True}}, 'sort-imports': {'ignoreCase': True, 'ignoreDeclarationSort': False, 'ignoreMemberSort': False, 'memberSyntaxSortOrder': ['none', 'all', 'multiple', 'single'], 'allowSeparatedGroups': True}, 'no-redeclare': {'builtinGlobals': True}, 'func-names': {'always': True, 'generators': {'always': True}}, 'no-unused-vars': {'vars': 'all', 'args': 'after-used', 'caughtErrors': 'none', 'ignoreRestSiblings': True}, 'class-methods-use-this': {'exceptMethods': [], 'enforceForClassFields': True}, 'no-global-assign': {'exceptions': []}}",true,,"no-duplicate-imports
no-restricted-exports
no-use-before-define
no-implicit-globals
no-undef
one-var
no-shadow
dot-notation
require-jsdoc
sort-imports
no-redeclare
func-names
no-unused-vars
class-methods-use-this
no-global-assign",,,"no-duplicate-imports
no-restricted-exports
no-use-before-define
no-implicit-globals
no-undef
one-var
no-shadow
dot-notation
require-jsdoc
sort-imports
no-redeclare
func-names
no-unused-vars
class-methods-use-this
no-global-assign",,,"no-duplicate-imports
no-restricted-exports
no-use-before-define
no-implicit-globals
no-undef
one-var
no-shadow
dot-notation
require-jsdoc
sort-imports
no-redeclare
func-names
no-unused-vars
class-methods-use-this
no-global-assign",
3.4.1 Imports,Import statements must not be line wrapped and are therefore an exception to the 80-column limit.,"max-len: ['error', {'code': 'OurSetDefault', 'tabWidth': 'OurSetDefault', 'comments': 'OurSetDefault', 'ignoreTrailingComments': 'OurSetDefault', 'ignorePattern': 'OurSetDefault', 'ignoreComments': 'OurSetDefault', 'ignoreUrls': 'OurSetDefault', 'ignoreStrings': 'OurSetDefault', 'ignoreTemplateLiterals': 'OurSetDefault', 'ignoreRegExpLiterals': 'OurSetDefault'}]","max-len: ['error', {'code': 'OurSetDefault', 'tabWidth': 'OurSetDefault', 'comments': 'OurSetDefault', 'ignoreTrailingComments': 'OurSetDefault', 'ignorePattern': 'OurSetDefault', 'ignoreComments': 'OurSetDefault', 'ignoreUrls': 'OurSetDefault', 'ignoreStrings': 'OurSetDefault', 'ignoreTemplateLiterals': 'OurSetDefault', 'ignoreRegExpLiterals': 'OurSetDefault'}]",,"max-len: [{'code': 80, 'ignorePattern': '^import\\s.+\\sfrom\\s.+;$'}]
no-import-assign: no option
no-duplicate-imports: [{'includeExports': False}]
sort-imports: [{'ignoreCase': False, 'ignoreDeclarationSort': False, 'ignoreMemberSort': False, 'memberSyntaxSortOrder': ['none', 'all', 'multiple', 'single'], 'allowSeparatedGroups': False}]","{'max-len': [{'code': 80, 'ignorePattern': '^import\\s.+\\sfrom\\s.+;$'}], 'no-import-assign': 'no option', 'no-duplicate-imports': [{'includeExports': False}], 'sort-imports': [{'ignoreCase': False, 'ignoreDeclarationSort': False, 'ignoreMemberSort': False, 'memberSyntaxSortOrder': ['none', 'all', 'multiple', 'single'], 'allowSeparatedGroups': False}]}",true,max-len,"no-import-assign
no-duplicate-imports
sort-imports",,max-len,"no-import-assign
no-duplicate-imports
sort-imports",,max-len,"no-import-assign
no-duplicate-imports
sort-imports",
3.4.1.1 Import paths,"ES module files must use the `import` statement to import other ES module files. Do not `goog.require` another ES module.
 import './sideeffects.js';
 
 import * as goog from '../closure/goog/goog.js';
 import * as parent from '../parent.js';
 
 import {name} from './sibling.js';","no-restricted-syntax: [{'selector': 'CallExpression[callee.object.name=""goog""][callee.property.name=""require""]', 'message': 'OurSetDefault'}]","no-restricted-syntax: [{'selector': 'CallExpression[callee.object.name=""goog""][callee.property.name=""require""]', 'message': 'OurSetDefault'}]",,"global-require: no option
no-duplicate-imports: {'includeExports': False}
no-restricted-imports: {'paths': [], 'patterns': [], 'name': '', 'message': '', 'importNames': [], 'group': [], 'caseSensitive': False, 'importNamePattern': ''}
no-import-assign: no option
sort-imports: {'ignoreCase': False, 'ignoreDeclarationSort': False, 'ignoreMemberSort': False, 'memberSyntaxSortOrder': ['none', 'all', 'multiple', 'single'], 'allowSeparatedGroups': False}
no-useless-rename: {'ignoreImport': False, 'ignoreExport': False, 'ignoreDestructuring': False}","{'global-require': 'no option', 'no-duplicate-imports': {'includeExports': False}, 'no-restricted-imports': {'paths': [], 'patterns': [], 'name': '', 'message': '', 'importNames': [], 'group': [], 'caseSensitive': False, 'importNamePattern': ''}, 'no-import-assign': 'no option', 'sort-imports': {'ignoreCase': False, 'ignoreDeclarationSort': False, 'ignoreMemberSort': False, 'memberSyntaxSortOrder': ['none', 'all', 'multiple', 'single'], 'allowSeparatedGroups': False}, 'no-useless-rename': {'ignoreImport': False, 'ignoreExport': False, 'ignoreDestructuring': False}}",true,,"global-require
no-duplicate-imports
no-restricted-imports
no-import-assign
sort-imports
no-useless-rename",no-restricted-syntax,,"global-require
no-duplicate-imports
no-restricted-imports
no-import-assign
sort-imports
no-useless-rename",no-restricted-syntax,,"global-require
no-duplicate-imports
no-restricted-imports
no-import-assign
sort-imports
no-useless-rename",no-restricted-syntax
3.4.1.1.1 File extensions in import paths,"The `.js` file extension is not optional in import paths and must always be included.
 import '../directory/file';
 
 import '../directory/file.js';",,,,"import/extensions: ['error', 'always', {'js': 'always'}]","{'import/extensions': ['error', 'always', {'js': 'always'}]}",true,,import/extensions,,,import/extensions,,,import/extensions,
3.4.1.2 Importing the same file multiple times,"Do not import the same file multiple times. This can make it hard to determine the aggregate imports of a file.
 // Imports have the same path, but since it doesn't align it can be hard to see.
 import {short} from './long/path/to/a/file.js';
 import {aLongNameThatBreaksAlignment} from './long/path/to/a/file.js';","no-duplicate-imports: ['error', {'includeExports': 'OurSetDefault'}]","no-duplicate-imports: ['error', {'includeExports': 'OurSetDefault'}]",,no-duplicate-imports: {'includeExports': False},{'no-duplicate-imports': {'includeExports': False}},true,no-duplicate-imports,,,no-duplicate-imports,,,no-duplicate-imports,,
3.4.1.3.1 Naming module imports,"Module import names ( `import*asname` ) are `lowerCamelCase` names that are derived from the imported file name.
 import * as fileOne from '../file-one.js';
 import * as fileTwo from '../file_two.js';
 import * as fileThree from '../filethree.js';
 
 import * as libString from './lib/string.js';
 import * as math from './math/math.js';
 import * as vectorMath from './vector/math.js';",,,,"camelcase: [{'properties': 'always', 'ignoreDestructuring': False, 'ignoreImports': False, 'ignoreGlobals': False}]
no-duplicate-imports: [{'includeExports': False}]
sort-imports: [{'ignoreCase': False, 'ignoreDeclarationSort': False, 'ignoreMemberSort': False, 'memberSyntaxSortOrder': ['none', 'all', 'multiple', 'single'], 'allowSeparatedGroups': False}]
no-useless-rename: [{'ignoreImport': False, 'ignoreExport': False, 'ignoreDestructuring': False}]","{'camelcase': [{'properties': 'always', 'ignoreDestructuring': False, 'ignoreImports': False, 'ignoreGlobals': False}], 'no-duplicate-imports': [{'includeExports': False}], 'sort-imports': [{'ignoreCase': False, 'ignoreDeclarationSort': False, 'ignoreMemberSort': False, 'memberSyntaxSortOrder': ['none', 'all', 'multiple', 'single'], 'allowSeparatedGroups': False}], 'no-useless-rename': [{'ignoreImport': False, 'ignoreExport': False, 'ignoreDestructuring': False}]}",true,,"camelcase
no-duplicate-imports
sort-imports
no-useless-rename",,,"camelcase
no-duplicate-imports
sort-imports
no-useless-rename",,,"camelcase
no-duplicate-imports
sort-imports
no-useless-rename",
3.4.1.3.2 Naming default imports,"Default import names are derived from the imported file name and follow the rules in ?? .
 import MyClass from '../my-class.js';
 import myFunction from '../my_function.js';
 import SOME_CONSTANT from '../someconstant.js';
 
 Note: In general this should not happen as default exports are banned by this style guide, see ?? . Default imports are only used to import modules that do not conform to this style guide.",,,,"no-duplicate-imports: {'includeExports': False}
no-restricted-exports: {'restrictDefaultExports': {'direct': True, 'named': True, 'defaultFrom': True, 'namedFrom': True, 'namespaceFrom': True}}
sort-imports: {'ignoreCase': False, 'ignoreDeclarationSort': False, 'ignoreMemberSort': False, 'memberSyntaxSortOrder': ['none', 'all', 'multiple', 'single'], 'allowSeparatedGroups': False}
no-useless-rename: {'ignoreImport': False, 'ignoreExport': False, 'ignoreDestructuring': False}","{'no-duplicate-imports': {'includeExports': False}, 'no-restricted-exports': {'restrictDefaultExports': {'direct': True, 'named': True, 'defaultFrom': True, 'namedFrom': True, 'namespaceFrom': True}}, 'sort-imports': {'ignoreCase': False, 'ignoreDeclarationSort': False, 'ignoreMemberSort': False, 'memberSyntaxSortOrder': ['none', 'all', 'multiple', 'single'], 'allowSeparatedGroups': False}, 'no-useless-rename': {'ignoreImport': False, 'ignoreExport': False, 'ignoreDestructuring': False}}",true,,"no-duplicate-imports
no-restricted-exports
sort-imports
no-useless-rename",,,"no-duplicate-imports
no-restricted-exports
sort-imports
no-useless-rename",,,"no-duplicate-imports
no-restricted-exports
sort-imports
no-useless-rename",
3.4.1.3.3 Naming named imports,"In general symbols imported via the named import ( `import{name}` ) should keep the same name. Avoid aliasing imports ( `import{SomeThingasSomeOtherThing}` ). Prefer fixing name collisions by using a module import ( `import*` ) or renaming the exports themselves.
 import * as bigAnimals from './biganimals.js';
 import * as domesticatedAnimals from './domesticatedanimals.js';
 
 new bigAnimals.Cat();
 new domesticatedAnimals.Cat();
 
 If renaming a named import is needed then use components of the imported module's file name or path in the resulting alias.
 import {Cat as BigCat} from './biganimals.js';
 import {Cat as DomesticatedCat} from './domesticatedanimals.js';
 
 new BigCat();
 new DomesticatedCat();",,,,"no-useless-rename: {'ignoreImport': False, 'ignoreExport': False, 'ignoreDestructuring': False}
no-duplicate-imports: {'includeExports': False}","{'no-useless-rename': {'ignoreImport': False, 'ignoreExport': False, 'ignoreDestructuring': False}, 'no-duplicate-imports': {'includeExports': False}}",true,,"no-useless-rename
no-duplicate-imports",,,"no-useless-rename
no-duplicate-imports",,,"no-useless-rename
no-duplicate-imports",
3.4.2 Exports,Symbols are only exported if they are meant to be used outside the module. Non-exported module-local symbols are not declared `@private` nor do their names end with an underscore. There is no prescribed ordering for exported and module-local symbols.,,,,"no-duplicate-imports: {'includeExports': True}
no-use-before-define: {'functions': True, 'classes': True, 'variables': True, 'allowNamedExports': True}
no-restricted-exports: {'restrictedNamedExports': [], 'restrictDefaultExports': {'direct': False, 'named': False, 'defaultFrom': False, 'namedFrom': False, 'namespaceFrom': False}}
no-useless-rename: {'ignoreImport': False, 'ignoreExport': False, 'ignoreDestructuring': False}","{'no-duplicate-imports': {'includeExports': True}, 'no-use-before-define': {'functions': True, 'classes': True, 'variables': True, 'allowNamedExports': True}, 'no-restricted-exports': {'restrictedNamedExports': [], 'restrictDefaultExports': {'direct': False, 'named': False, 'defaultFrom': False, 'namedFrom': False, 'namespaceFrom': False}}, 'no-useless-rename': {'ignoreImport': False, 'ignoreExport': False, 'ignoreDestructuring': False}}",true,,"no-duplicate-imports
no-use-before-define
no-restricted-exports
no-useless-rename",,,"no-duplicate-imports
no-use-before-define
no-restricted-exports
no-useless-rename",,,"no-duplicate-imports
no-use-before-define
no-restricted-exports
no-useless-rename",
3.4.2.1 Named vs default exports,"Use named exports in all code. You can apply the `export` keyword to a declaration, or use the `export{name};` syntax.
 Do not use default exports. Importing modules must give a name to these values, which can lead to inconsistencies in naming across modules.
 // Do not use default exports:
 export default class Foo { ... } // BAD!
 
 // Use named exports:
 export class Foo { ... }
 
 // Alternate style named exports:
 class Foo { ... }
 
 export {Foo};","no-restricted-exports: [{'restrictedNamedExports': [], 'restrictDefaultExports': {'direct': True, 'named': 'OurSetDefault', 'defaultFrom': 'OurSetDefault', 'namedFrom': 'OurSetDefault', 'namespaceFrom': 'OurSetDefault'}}]","no-restricted-exports: [{'restrictedNamedExports': [], 'restrictDefaultExports': {'direct': True, 'named': 'OurSetDefault', 'defaultFrom': 'OurSetDefault', 'namedFrom': 'OurSetDefault', 'namespaceFrom': 'OurSetDefault'}}]",,"no-restricted-exports: {'restrictDefaultExports': {'direct': True, 'named': True, 'defaultFrom': True, 'namedFrom': True, 'namespaceFrom': True}}","{'no-restricted-exports': {'restrictDefaultExports': {'direct': True, 'named': True, 'defaultFrom': True, 'namedFrom': True, 'namespaceFrom': True}}}",true,no-restricted-exports,,,,no-restricted-exports,no-restricted-exports,,no-restricted-exports,no-restricted-exports
3.4.2.2 Exporting static container classes and objects,"Do not export container classes or objects with static methods or properties for the sake of namespacing.
 // container.js
 // Bad: Container is an exported class that has only static methods and fields.
 export class Container {
  /** @return {number} */
  static bar() {
  return 1;
  }
 }
 
 /** @const {number} */
 Container.FOO = 1;
 
 Instead, export individual constants and functions:
 /** @return {number} */
 export function bar() {
  return 1;
 }
 
 export const /** number */ FOO = 1;",,,,"class-methods-use-this: ['exceptMethods', {'enforceForClassFields': True}]
no-use-before-define: ['functions', 'classes', 'variables', {'allowNamedExports': False}]
no-shadow: ['builtinGlobals', {'hoist': 'functions', 'allow': [], 'ignoreOnInitialization': False}]","{'class-methods-use-this': ['exceptMethods', {'enforceForClassFields': True}], 'no-use-before-define': ['functions', 'classes', 'variables', {'allowNamedExports': False}], 'no-shadow': ['builtinGlobals', {'hoist': 'functions', 'allow': [], 'ignoreOnInitialization': False}]}",true,,"class-methods-use-this
no-use-before-define
no-shadow",,,"class-methods-use-this
no-use-before-define
no-shadow",,,"class-methods-use-this
no-use-before-define
no-shadow",
3.4.2.3 Mutability of exports,"Exported variables must not be mutated outside of module initialization.
 There are alternatives if mutation is needed, including exporting a constant reference to an object that has mutable fields or exporting accessor functions for mutable data.
 // Bad: both foo and mutateFoo are exported and mutated.
 export let /** number */ foo = 0;
 
 /**
  * Mutates foo.
  */
 export function mutateFoo() {
  ++foo;
 }
 
 /**
  * @param {function(number): number} newMutateFoo
  */
 export function setMutateFoo(newMutateFoo) {
  // Exported classes and functions can be mutated!
  mutateFoo = () => {
  foo = newMutateFoo(foo);
  };
 }
 
 // Good: Rather than export the mutable variables foo and mutateFoo directly,
 // instead make them module scoped and export a getter for foo and a wrapper for
 // mutateFooFunc.
 let /** number */ foo = 0;
 let /** function(number): number */ mutateFooFunc = foo => foo + 1;
 
 /** @return {number} */
 export function getFoo() {
  return foo;
 }
 
 export function mutateFoo() {
  foo = mutateFooFunc(foo);
 }
 
 /** @param {function(number): number} mutateFoo */
 export function setMutateFoo(mutateFoo) {
  mutateFooFunc = mutateFoo;
 }",,,,"no-use-before-define: ['variables', 'functions', 'classes', {'allowNamedExports': False}]
no-const-assign: []
prefer-const: [{'destructuring': 'any', 'ignoreReadBeforeAssign': False}]
no-param-reassign: [{'props': True, 'ignorePropertyModificationsFor': [], 'ignorePropertyModificationsForRegex': []}]","{'no-use-before-define': ['variables', 'functions', 'classes', {'allowNamedExports': False}], 'no-const-assign': [], 'prefer-const': [{'destructuring': 'any', 'ignoreReadBeforeAssign': False}], 'no-param-reassign': [{'props': True, 'ignorePropertyModificationsFor': [], 'ignorePropertyModificationsForRegex': []}]}",true,,"no-use-before-define
no-const-assign
prefer-const
no-param-reassign",,,"no-use-before-define
no-const-assign
prefer-const
no-param-reassign",,,"no-use-before-define
no-const-assign
prefer-const
no-param-reassign",
3.4.2.4 export from,"`exportfrom` statements must not be line wrapped and are therefore an exception to the 80-column limit. This applies to both `exportfrom` flavors.
 export {specificName} from './other.js';
 export * from './another.js';","max-len: ['error', {'code': 'OurSetDefault', 'tabWidth': 'OurSetDefault', 'comments': 'OurSetDefault', 'ignoreTrailingComments': 'OurSetDefault', 'ignorePattern': 'OurSetDefault', 'ignoreComments': 'OurSetDefault', 'ignoreUrls': 'OurSetDefault', 'ignoreStrings': 'OurSetDefault', 'ignoreTemplateLiterals': 'OurSetDefault', 'ignoreRegExpLiterals': 'OurSetDefault'}]","max-len: ['error', {'code': 'OurSetDefault', 'tabWidth': 'OurSetDefault', 'comments': 'OurSetDefault', 'ignoreTrailingComments': 'OurSetDefault', 'ignorePattern': 'OurSetDefault', 'ignoreComments': 'OurSetDefault', 'ignoreUrls': 'OurSetDefault', 'ignoreStrings': 'OurSetDefault', 'ignoreTemplateLiterals': 'OurSetDefault', 'ignoreRegExpLiterals': 'OurSetDefault'}]",,"max-len: [{'code': 80, 'ignorePattern': '^\\s*export\\s+\\{[^}]+\\}\\s+from\\s+[\'""].+[\'""];|^\\s*export\\s+\\*\\s+from\\s+[\'""].+[\'""];'}]","{'max-len': [{'code': 80, 'ignorePattern': '^\\s*export\\s+\\{[^}]+\\}\\s+from\\s+[\'""].+[\'""];|^\\s*export\\s+\\*\\s+from\\s+[\'""].+[\'""];'}]}",true,max-len,,,max-len,,,max-len,,
3.4.3 Circular Dependencies in ES modules,"Do not create cycles between ES modules, even though the ECMAScript specification allows this. Note that it is possible to create cycles with both the `import` and `export` statements.
 // a.js
 import './b.js';
 
 // b.js
 import './a.js';
 
 // `export from` can cause circular dependencies too!
 export {x} from './c.js';
 
 // c.js
 import './b.js';
 
 export let x;",,,,"no-duplicate-imports: [{'includeExports': True}]
no-use-before-define: [{'functions': True, 'classes': True, 'variables': True, 'allowNamedExports': False}]
no-restricted-exports: [{'restrictedNamedExports': ['default'], 'restrictDefaultExports': {'direct': True, 'named': True, 'defaultFrom': True, 'namedFrom': True, 'namespaceFrom': True}}]
no-useless-rename: [{'ignoreImport': False, 'ignoreExport': False, 'ignoreDestructuring': False}]
sort-imports: [{'ignoreCase': False, 'ignoreDeclarationSort': False, 'ignoreMemberSort': False, 'memberSyntaxSortOrder': ['none', 'all', 'multiple', 'single'], 'allowSeparatedGroups': False}]","{'no-duplicate-imports': [{'includeExports': True}], 'no-use-before-define': [{'functions': True, 'classes': True, 'variables': True, 'allowNamedExports': False}], 'no-restricted-exports': [{'restrictedNamedExports': ['default'], 'restrictDefaultExports': {'direct': True, 'named': True, 'defaultFrom': True, 'namedFrom': True, 'namespaceFrom': True}}], 'no-useless-rename': [{'ignoreImport': False, 'ignoreExport': False, 'ignoreDestructuring': False}], 'sort-imports': [{'ignoreCase': False, 'ignoreDeclarationSort': False, 'ignoreMemberSort': False, 'memberSyntaxSortOrder': ['none', 'all', 'multiple', 'single'], 'allowSeparatedGroups': False}]}",true,,"no-duplicate-imports
no-use-before-define
no-restricted-exports
no-useless-rename
sort-imports",,,"no-duplicate-imports
no-use-before-define
no-restricted-exports
no-useless-rename
sort-imports",,,"no-duplicate-imports
no-use-before-define
no-restricted-exports
no-useless-rename
sort-imports",
3.4.4.1 Referencing goog,"To reference the Closure `goog` namespace, import Closure's `goog.js` .
 import * as goog from '../closure/goog/goog.js';
 
 const name = goog.require('a.name');
 
 export const CONSTANT = name.compute();
 
 `goog.js` exports only a subset of properties from the global `goog` that can be used in ES modules.",,,,"global-require: no option
no-implicit-globals: {'lexicalBindings': False}
block-scoped-var: no option
no-undef: {'typeof': False}
no-duplicate-imports: {'includeExports': False}
no-use-before-define: {'functions': True, 'classes': True, 'variables': True, 'allowNamedExports': False}
no-obj-calls: no option
no-shadow-restricted-names: no option
vars-on-top: no option
dot-notation: {'allowKeywords': True, 'allowPattern': ''}
no-var: no option
one-var: {'always': 'always', 'never': '', 'consecutive': '', 'var.always': '', 'var.never': '', 'var.consecutive': '', 'let.always': '', 'let.never': '', 'let.consecutive': '', 'const.always': '', 'const.never': '', 'const.consecutive': '', 'separateRequires': False, 'initialized.always': '', 'initialized.never': '', 'initialized.consecutive': '', 'uninitialized.always': '', 'uninitialized.never': '', 'uninitialized.consecutive': ''}
constructor-super: no option
no-import-assign: no option
no-undef-init: no option
prefer-arrow-callback: {'allowNamedFunctions': False, 'allowUnboundThis': True}
no-this-before-super: no option
prefer-const: {'destructuring': 'any', 'ignoreReadBeforeAssign': False}
no-shadow: {'builtinGlobals': False, 'hoist': 'functions', 'allow': [], 'ignoreOnInitialization': False}
no-redeclare: {'builtinGlobals': True}","{'global-require': 'no option', 'no-implicit-globals': {'lexicalBindings': False}, 'block-scoped-var': 'no option', 'no-undef': {'typeof': False}, 'no-duplicate-imports': {'includeExports': False}, 'no-use-before-define': {'functions': True, 'classes': True, 'variables': True, 'allowNamedExports': False}, 'no-obj-calls': 'no option', 'no-shadow-restricted-names': 'no option', 'vars-on-top': 'no option', 'dot-notation': {'allowKeywords': True, 'allowPattern': ''}, 'no-var': 'no option', 'one-var': {'always': 'always', 'never': '', 'consecutive': '', 'var.always': '', 'var.never': '', 'var.consecutive': '', 'let.always': '', 'let.never': '', 'let.consecutive': '', 'const.always': '', 'const.never': '', 'const.consecutive': '', 'separateRequires': False, 'initialized.always': '', 'initialized.never': '', 'initialized.consecutive': '', 'uninitialized.always': '', 'uninitialized.never': '', 'uninitialized.consecutive': ''}, 'constructor-super': 'no option', 'no-import-assign': 'no option', 'no-undef-init': 'no option', 'prefer-arrow-callback': {'allowNamedFunctions': False, 'allowUnboundThis': True}, 'no-this-before-super': 'no option', 'prefer-const': {'destructuring': 'any', 'ignoreReadBeforeAssign': False}, 'no-shadow': {'builtinGlobals': False, 'hoist': 'functions', 'allow': [], 'ignoreOnInitialization': False}, 'no-redeclare': {'builtinGlobals': True}}",true,,"global-require
no-implicit-globals
block-scoped-var
no-undef
no-duplicate-imports
no-use-before-define
no-obj-calls
no-shadow-restricted-names
vars-on-top
dot-notation
no-var
one-var
constructor-super
no-import-assign
no-undef-init
prefer-arrow-callback
no-this-before-super
prefer-const
no-shadow
no-redeclare",,,"global-require
no-implicit-globals
block-scoped-var
no-undef
no-duplicate-imports
no-use-before-define
no-obj-calls
no-shadow-restricted-names
vars-on-top
dot-notation
no-var
one-var
constructor-super
no-import-assign
no-undef-init
prefer-arrow-callback
no-this-before-super
prefer-const
no-shadow
no-redeclare",,,"global-require
no-implicit-globals
block-scoped-var
no-undef
no-duplicate-imports
no-use-before-define
no-obj-calls
no-shadow-restricted-names
vars-on-top
dot-notation
no-var
one-var
constructor-super
no-import-assign
no-undef-init
prefer-arrow-callback
no-this-before-super
prefer-const
no-shadow
no-redeclare",
3.4.4.2 goog.require in ES modules,"`goog.require` in ES modules works as it does in `goog.module` files. You can require any Closure namespace symbol (i.e., symbols created by `goog.provide` or `goog.module` ) and `goog.require` will return the value.
 import * as goog from '../closure/goog/goog.js';
 import * as anEsModule from './anEsModule.js';
 
 const GoogPromise = goog.require('goog.Promise');
 const myNamespace = goog.require('my.namespace');",,,,"global-require: no option
no-mixed-requires: [{'grouping': True, 'allowCall': False}]
no-duplicate-imports: {'includeExports': False}
no-new-require: no option
no-undef: {'typeof': False}
vars-on-top: no option
no-use-before-define: [{'functions': True, 'classes': True, 'variables': True, 'allowNamedExports': False}]
one-var: [{'separateRequires': True}]","{'global-require': 'no option', 'no-mixed-requires': [{'grouping': True, 'allowCall': False}], 'no-duplicate-imports': {'includeExports': False}, 'no-new-require': 'no option', 'no-undef': {'typeof': False}, 'vars-on-top': 'no option', 'no-use-before-define': [{'functions': True, 'classes': True, 'variables': True, 'allowNamedExports': False}], 'one-var': [{'separateRequires': True}]}",true,,"global-require
no-mixed-requires
no-duplicate-imports
no-new-require
no-undef
vars-on-top
no-use-before-define
one-var",,,"global-require
no-mixed-requires
no-duplicate-imports
no-new-require
no-undef
vars-on-top
no-use-before-define
one-var",,,"global-require
no-mixed-requires
no-duplicate-imports
no-new-require
no-undef
vars-on-top
no-use-before-define
one-var",
